TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
PHOX2B,1.513,6.51E-02,2.904,0.561,0.052,6.37E-04
SUMO2,2.061,1.97E-02,2.502,0.542,0.055,7.64E-04
SOX2,2.983,1.43E-03,1.996,0.576,0.057,8.25E-04
DLX2,1.594,5.55E-02,2.379,0.574,0.057,8.25E-04
HOXC9,1.796,3.63E-02,2.723,0.538,0.06,9.56E-04
ZBTB2,1.843,3.27E-02,2.145,0.568,0.061,1.03E-03
SUMO1,4.733,1.11E-06,1.933,0.56,0.063,1.14E-03
REST,4.064,2.41E-05,2.171,0.531,0.064,1.16E-03
EZH2,8.421,1.86E-17,1.534,0.848,0.064,1.18E-03
AHR,1.843,3.27E-02,2.649,0.531,0.064,1.20E-03
NCAPG2,1.328,9.21E-02,2.473,0.542,0.072,1.65E-03
ERF,1.661,4.84E-02,2.582,0.527,0.072,1.70E-03
POLR3D,2.427,7.60E-03,1.938,0.559,0.073,1.78E-03
HDAC3,1.235,1.09E-01,2.281,0.559,0.074,1.80E-03
BMI1,2.035,2.09E-02,1.747,0.591,0.078,2.14E-03
ZNF217,1.226,1.10E-01,2.549,0.532,0.079,2.23E-03
TFAP2C,2.407,8.04E-03,2.036,0.529,0.08,2.29E-03
H2AFX,1.004,1.58E-01,2.469,0.559,0.08,2.32E-03
KDM3B,1.89,2.94E-02,1.816,0.572,0.081,2.38E-03
EBF3,1.68,4.65E-02,2.365,0.522,0.082,2.45E-03
JARID2,5.422,2.95E-08,1.302,0.773,0.083,2.58E-03
EOMES,1.989,2.33E-02,2.239,0.515,0.083,2.61E-03
TFAP2A,2.694,3.53E-03,2.031,0.512,0.088,3.11E-03
POU5F1,4.156,1.62E-05,1.837,0.526,0.089,3.15E-03
SIX1,1.58,5.71E-02,2.416,0.507,0.091,3.39E-03
HAND2,1.168,1.21E-01,2.395,0.527,0.091,3.43E-03
PAX6,0.894,1.86E-01,2.471,0.542,0.092,3.47E-03
STAG1,5.317,5.28E-08,1.223,0.631,0.093,3.63E-03
TBX5,1.952,2.55E-02,2.219,0.503,0.093,3.67E-03
ZFP57,1.654,4.91E-02,1.953,0.536,0.094,3.72E-03
SRF,2.362,9.09E-03,1.485,0.588,0.094,3.76E-03
ASH2L,1.414,7.86E-02,2.23,0.515,0.096,4.02E-03
CHD5,1.214,1.12E-01,2.073,0.531,0.099,4.35E-03
SP140,1.725,4.23E-02,1.752,0.541,0.1,4.44E-03
SUZ12,4.202,1.32E-05,1.093,0.809,0.1,4.54E-03
ZFAT,1.207,1.14E-01,2.021,0.53,0.103,4.89E-03
TEAD4,1.912,2.79E-02,1.599,0.542,0.105,5.20E-03
ARID3A,1.46,7.22E-02,1.808,0.535,0.105,5.26E-03
RNF2,2.069,1.93E-02,1.227,0.622,0.107,5.59E-03
SNAI2,3.074,1.06E-03,1.729,0.511,0.107,5.59E-03
SRC,1.369,8.56E-02,2.454,0.492,0.108,5.64E-03
DMC1,1.033,1.51E-01,2.352,0.509,0.11,5.99E-03
NCAPG,1.091,1.38E-01,1.734,0.56,0.11,6.05E-03
NR3C1,2.527,5.75E-03,1.226,0.583,0.111,6.17E-03
CTNNB1,1.18,1.19E-01,1.967,0.528,0.111,6.17E-03
ARRB1,1.275,1.01E-01,2.386,0.492,0.113,6.41E-03
TP63,4.321,7.75E-06,1.563,0.504,0.118,7.44E-03
TET2,1.83,3.37E-02,1.392,0.544,0.119,7.58E-03
NEUROD1,1.361,8.68E-02,1.934,0.504,0.124,8.51E-03
JMJD6,2.571,5.07E-03,0.811,0.648,0.125,8.73E-03
