TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
NKX3-1,0.708,2.40E-01,1.852,0.391,0.313,1.39E-01
ZBTB42,0.702,2.41E-01,1.414,0.407,0.314,1.40E-01
L3MBTL2,0.85,1.98E-01,1.255,0.403,0.317,1.43E-01
DPF2,0.363,3.58E-01,1.367,0.422,0.321,1.48E-01
TBX21,0.989,1.61E-01,0.823,0.41,0.321,1.49E-01
HNF4G,0.754,2.26E-01,1.157,0.408,0.321,1.49E-01
PYGO2,0.689,2.45E-01,1.625,0.393,0.321,1.49E-01
TFAP2C,0.415,3.39E-01,0.822,0.439,0.322,1.50E-01
ZNF808,0.4,3.45E-01,2.176,0.382,0.323,1.52E-01
RBL1,0.695,2.44E-01,1.23,0.406,0.326,1.56E-01
KMT2A,0.829,2.03E-01,-0.491,0.472,0.326,1.57E-01
SMARCA5,0.57,2.84E-01,1.363,0.407,0.327,1.57E-01
NFIL3,0.674,2.50E-01,1.278,0.404,0.327,1.58E-01
ZNF140,0.347,3.64E-01,1.845,0.401,0.327,1.58E-01
MEF2A,0.864,1.94E-01,1.1,0.4,0.33,1.62E-01
ZNF768,0.569,2.85E-01,1.572,0.395,0.331,1.63E-01
ZNF780A,0.467,3.20E-01,1.956,0.388,0.331,1.64E-01
CENPT,0.397,3.46E-01,2.069,0.381,0.333,1.67E-01
IKZF2,0.848,1.98E-01,0.935,0.405,0.334,1.67E-01
ZNF134,0.494,3.11E-01,1.847,0.39,0.334,1.68E-01
ZNF318,0.693,2.44E-01,0.838,0.412,0.336,1.70E-01
ZNF362,0.697,2.43E-01,1.271,0.395,0.341,1.78E-01
ZNF486,0.369,3.56E-01,2.129,0.377,0.342,1.79E-01
GLIS1,0.791,2.15E-01,0.607,0.411,0.342,1.80E-01
ZNF284,0.415,3.39E-01,1.851,0.383,0.343,1.82E-01
ZNF429,0.394,3.47E-01,1.935,0.381,0.343,1.82E-01
BCOR,0.783,2.17E-01,0.01,0.433,0.344,1.84E-01
HIRA,0.587,2.79E-01,1.127,0.403,0.345,1.84E-01
ZNF182,0.545,2.93E-01,1.436,0.394,0.346,1.87E-01
RARA,-0.051,5.21E-01,0.444,0.484,0.346,1.87E-01
LMTK3,0.206,4.18E-01,1.325,0.412,0.348,1.90E-01
TERF1,0.65,2.58E-01,0.984,0.402,0.349,1.91E-01
IRF9,0.571,2.84E-01,1.518,0.385,0.35,1.93E-01
CBFA2T2,0.509,3.05E-01,1.476,0.391,0.352,1.96E-01
MKL2,0.972,1.65E-01,0.32,0.408,0.353,1.98E-01
ZNF781,0.338,3.68E-01,1.736,0.389,0.353,1.98E-01
RUNX2,0.206,4.19E-01,1.11,0.418,0.354,2.00E-01
HMG20A,0.641,2.61E-01,0.88,0.401,0.355,2.02E-01
ARNT,0.126,4.50E-01,0.73,0.437,0.356,2.02E-01
MYNN,0.494,3.11E-01,1.071,0.403,0.357,2.04E-01
CDX2,-0.244,5.97E-01,0.799,0.466,0.357,2.05E-01
KLF11,0.949,1.71E-01,-0.067,0.419,0.358,2.06E-01
STAT5A,0.601,2.74E-01,0.594,0.411,0.358,2.06E-01
MYB,0.597,2.75E-01,0.349,0.423,0.358,2.06E-01
MYF5,0.556,2.89E-01,1.177,0.394,0.359,2.08E-01
ZNF101,0.089,4.64E-01,0.642,0.441,0.359,2.08E-01
TRIM24,0.216,4.14E-01,0.381,0.444,0.36,2.09E-01
PBX2,0.048,4.81E-01,0.508,0.449,0.361,2.12E-01
ZNF35,0.579,2.81E-01,1.062,0.396,0.362,2.13E-01
TEAD1-TEAD4,0.564,2.86E-01,1.103,0.395,0.362,2.13E-01
H2AZ,1.052,1.46E-01,-1.971,0.503,0.363,2.14E-01
ZNF664,0.554,2.90E-01,1.289,0.387,0.364,2.16E-01
ZSCAN16,0.032,4.87E-01,0.226,0.47,0.365,2.18E-01
ZNF467,0.666,2.53E-01,0.623,0.403,0.365,2.18E-01
ZSCAN20,0.67,2.51E-01,1.049,0.39,0.366,2.19E-01
CBX8,0.082,4.67E-01,-0.936,0.516,0.367,2.22E-01
ZNF202,0.239,4.06E-01,0.582,0.424,0.368,2.23E-01
ZNF697,-0.01,5.04E-01,1.304,0.415,0.368,2.23E-01
SON,0.591,2.77E-01,0.806,0.397,0.37,2.28E-01
PRDM10,0.717,2.37E-01,0.755,0.392,0.372,2.31E-01
HNF4A,0.175,4.31E-01,0.614,0.424,0.374,2.34E-01
NOTCH3,0.221,4.12E-01,1.971,0.367,0.374,2.35E-01
FAIRE,0.16,4.37E-01,0.433,0.435,0.375,2.36E-01
ZNF573,0.319,3.75E-01,1.623,0.376,0.377,2.40E-01
FOXP1,0.162,4.36E-01,0.392,0.435,0.377,2.40E-01
LHX2,-0.029,5.11E-01,0.676,0.433,0.377,2.41E-01
ZNF141,0.424,3.36E-01,1.213,0.384,0.38,2.45E-01
EBNA2,0.504,3.07E-01,1.044,0.39,0.38,2.46E-01
CNOT3,0.801,2.12E-01,0.416,0.397,0.381,2.47E-01
BRD7,0.652,2.57E-01,0.43,0.402,0.381,2.47E-01
TTF1,0.491,3.12E-01,1.222,0.38,0.381,2.48E-01
BCL11A,0.115,4.54E-01,0.37,0.436,0.381,2.48E-01
H3F3B,0.287,3.87E-01,1.615,0.373,0.383,2.51E-01
PRKDC,0.382,3.51E-01,0.458,0.41,0.384,2.52E-01
DDX5,-0.126,5.50E-01,0.128,0.458,0.386,2.56E-01
TLX1,0.485,3.14E-01,0.983,0.389,0.386,2.56E-01
HDAC3,0.138,4.45E-01,1.096,0.401,0.386,2.58E-01
ZNF750,0.374,3.54E-01,1.244,0.38,0.387,2.58E-01
ZNF586,0.147,4.42E-01,1.96,0.362,0.387,2.58E-01
ZNF800,0.341,3.67E-01,1.531,0.369,0.388,2.60E-01
POLR2AphosphoS5,0.419,3.38E-01,-0.068,0.423,0.388,2.60E-01
STAT5,-0.345,6.35E-01,0.053,0.484,0.388,2.61E-01
HNF1A,0.209,4.17E-01,0.764,0.405,0.39,2.65E-01
