TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
ZNF423,1.582,5.68E-02,1.272,0.599,0.221,4.84E-02
ZNF143,2.649,4.04E-03,0.724,0.601,0.222,4.91E-02
KAT5,1.912,2.80E-02,0.292,0.624,0.222,4.93E-02
ELF1,2.395,8.32E-03,0.17,0.625,0.223,4.98E-02
ZNF76,1.744,4.06E-02,0.937,0.601,0.224,5.08E-02
ZFP2,1.424,7.72E-02,1.493,0.598,0.228,5.30E-02
JUND,1.061,1.44E-01,1.022,0.614,0.229,5.38E-02
TERF1,1.147,1.26E-01,1.645,0.6,0.23,5.48E-02
SP2,2.43,7.55E-03,0.563,0.604,0.231,5.56E-02
KMT2B,1.131,1.29E-01,1.702,0.599,0.232,5.58E-02
EZH1,1.563,5.90E-02,0.062,0.688,0.232,5.64E-02
EP400,1.216,1.12E-01,1.251,0.603,0.233,5.66E-02
TAF7,1.658,4.86E-02,0.619,0.611,0.234,5.74E-02
ZNF71,1.565,5.88E-02,0.799,0.606,0.234,5.77E-02
SETX,1.183,1.18E-01,1.363,0.601,0.234,5.79E-02
ATF7IP,0.838,2.01E-01,3.043,0.597,0.237,5.98E-02
RELB,1.351,8.84E-02,1.536,0.596,0.238,6.04E-02
WDR5,1.895,2.90E-02,0.232,0.619,0.238,6.04E-02
CDK12,1.206,1.14E-01,1.208,0.602,0.238,6.04E-02
RUNX2,1.086,1.39E-01,2.219,0.594,0.238,6.07E-02
BACH1,0.873,1.91E-01,1.117,0.613,0.241,6.29E-02
ZSCAN23,1.287,9.90E-02,1.519,0.596,0.243,6.49E-02
TEAD4,0.52,3.02E-01,0.906,0.639,0.244,6.52E-02
EPAS1,1.1,1.36E-01,1.579,0.598,0.245,6.63E-02
RBBP5,2.074,1.90E-02,-0.044,0.629,0.245,6.63E-02
BRD9,1.007,1.57E-01,1.071,0.608,0.247,6.75E-02
ZNF641,1.2,1.15E-01,1.618,0.595,0.247,6.75E-02
ZBTB8A,1.593,5.56E-02,0.782,0.602,0.247,6.78E-02
CBX2,1.163,1.22E-01,1.261,0.601,0.247,6.81E-02
SOX4,1.276,1.01E-01,1.457,0.596,0.251,7.08E-02
ZBTB17,1.011,1.56E-01,1.565,0.598,0.251,7.11E-02
ZNF391,1.414,7.86E-02,1.107,0.598,0.252,7.20E-02
ZBTB14,1.499,6.69E-02,0.348,0.617,0.252,7.23E-02
KLF6,1.297,9.73E-02,0.796,0.606,0.252,7.23E-02
ZNF175,0.923,1.78E-01,2.19,0.595,0.253,7.26E-02
HLTF,1.314,9.45E-02,1.429,0.594,0.253,7.29E-02
NKRF,1.504,6.63E-02,0.707,0.605,0.253,7.33E-02
TERF2,1.079,1.40E-01,1.524,0.597,0.254,7.36E-02
BRD4,3.031,1.22E-03,-0.44,0.653,0.254,7.39E-02
ARID5B,1.173,1.21E-01,1.066,0.601,0.256,7.51E-02
MIER1,1.252,1.05E-01,1.707,0.59,0.256,7.58E-02
ZNF281,1.165,1.22E-01,1.091,0.601,0.257,7.67E-02
WWTR1,1.375,8.46E-02,1.352,0.594,0.258,7.71E-02
STAT5A,1.028,1.52E-01,1.103,0.602,0.258,7.74E-02
CBX1,1.304,9.61E-02,1.4,0.593,0.26,7.87E-02
NFATC3,0.96,1.69E-01,1.978,0.592,0.261,8.03E-02
POLR2A,10.621,1.19E-26,-0.486,0.634,0.262,8.10E-02
FOSL1,1.315,9.42E-02,0.922,0.6,0.262,8.10E-02
TAF1,2.476,6.64E-03,-0.098,0.617,0.262,8.13E-02
SMARCC2,1.411,7.91E-02,1.2,0.594,0.264,8.30E-02
FOXM1,1.262,1.04E-01,0.264,0.622,0.266,8.51E-02
RAD21,0.766,2.22E-01,0.478,0.64,0.267,8.54E-02
HOXA4,1.137,1.28E-01,0.999,0.599,0.271,9.00E-02
SMAD4,0.337,3.68E-01,0.589,0.68,0.275,9.36E-02
DNMT3B,0.348,3.64E-01,0.891,0.626,0.276,9.51E-02
GABPA,1.79,3.67E-02,-0.208,0.631,0.277,9.54E-02
MBTD1,1.171,1.21E-01,0.823,0.601,0.277,9.58E-02
ZFP57,0.992,1.61E-01,1.458,0.594,0.279,9.81E-02
TAFII,1.676,4.69E-02,0.255,0.606,0.28,9.88E-02
SPIB,0.694,2.44E-01,1.361,0.6,0.281,9.96E-02
TCF4,-0.115,5.46E-01,0.956,0.651,0.283,1.02E-01
KMT2D,1.481,6.93E-02,-0.116,0.63,0.283,1.02E-01
RBL1,0.934,1.75E-01,1.622,0.591,0.284,1.04E-01
ZMIZ1,0.968,1.66E-01,1.103,0.597,0.285,1.05E-01
SMARCB1,0.975,1.65E-01,0.219,0.627,0.286,1.05E-01
TBX21,1.055,1.46E-01,0.877,0.6,0.287,1.06E-01
HJURP,0.774,2.20E-01,2.471,0.586,0.288,1.07E-01
HMG20A,1.005,1.57E-01,1.262,0.594,0.288,1.08E-01
KDM6A,0.904,1.83E-01,1.664,0.59,0.288,1.08E-01
MAPK1,1.497,6.73E-02,0.232,0.608,0.289,1.09E-01
WDHD1,1.157,1.24E-01,1.366,0.589,0.29,1.10E-01
HDAC8,1.346,8.91E-02,1.165,0.588,0.29,1.10E-01
TBP,1.453,7.32E-02,0.018,0.618,0.291,1.11E-01
POLR3A,0.846,1.99E-01,1.406,0.595,0.292,1.12E-01
HIC1,1.158,1.24E-01,1.342,0.588,0.292,1.12E-01
SIN3A,2.024,2.15E-02,-0.206,0.616,0.295,1.16E-01
EBF1,0.809,2.09E-01,0.823,0.604,0.295,1.16E-01
KDM4B,1.414,7.88E-02,0.551,0.599,0.296,1.17E-01
KMT2A,1.203,1.15E-01,-0.173,0.646,0.297,1.17E-01
SUPT5H,1.833,3.34E-02,-0.006,0.608,0.297,1.17E-01
ZNF8,0.253,4.00E-01,1.33,0.606,0.297,1.18E-01
KLF13,1.385,8.30E-02,0.607,0.598,0.298,1.20E-01
FOXO1,0.265,3.96E-01,0.712,0.628,0.299,1.20E-01
AFF1,0.787,2.16E-01,0.189,0.634,0.299,1.21E-01
TOP1,0.75,2.27E-01,0.691,0.61,0.301,1.22E-01
CDK6,1.19,1.17E-01,0.545,0.602,0.301,1.22E-01
PATZ1,1.417,7.82E-02,0.152,0.609,0.302,1.24E-01
PHF8,2.552,5.35E-03,-0.351,0.614,0.303,1.25E-01
KLF8,1.214,1.12E-01,0.654,0.598,0.303,1.25E-01
TBL1XR1,0.863,1.94E-01,0.798,0.601,0.304,1.27E-01
ZNF324,1.101,1.35E-01,0.633,0.601,0.305,1.28E-01
ZNF24,1.25,1.06E-01,0.957,0.589,0.308,1.32E-01
E2F3,1.092,1.37E-01,0.748,0.597,0.309,1.33E-01
TRRAP,0.896,1.85E-01,0.399,0.61,0.31,1.34E-01
AUTS2,1.327,9.23E-02,0.144,0.607,0.311,1.35E-01
ZFP69B,1.191,1.17E-01,0.958,0.589,0.312,1.37E-01
POU5F1,0.425,3.35E-01,0.77,0.612,0.313,1.38E-01
FOXP1,0.359,3.60E-01,0.619,0.62,0.314,1.39E-01
XRN2,2.468,6.79E-03,-0.035,0.598,0.315,1.40E-01
L3MBTL2,0.986,1.62E-01,1.492,0.583,0.316,1.42E-01
TFAP2A,0.838,2.01E-01,0.938,0.597,0.317,1.43E-01
FAM208A,1.539,6.19E-02,0.169,0.601,0.317,1.43E-01
DNMT3A,0.511,3.05E-01,0.511,0.616,0.317,1.43E-01
ZNF414,1.169,1.21E-01,0.796,0.592,0.317,1.43E-01
WRNIP1,0.907,1.82E-01,1.109,0.59,0.32,1.47E-01
ZNF501,1.248,1.06E-01,0.671,0.593,0.324,1.53E-01
ARID1A,-0.161,5.64E-01,0.759,0.631,0.324,1.53E-01
MEF2C,0.935,1.75E-01,0.986,0.591,0.325,1.54E-01
THAP1,1.153,1.25E-01,0.381,0.6,0.325,1.55E-01
ARNT,0.361,3.59E-01,1.145,0.599,0.326,1.56E-01
RARA,0.243,4.04E-01,0.783,0.612,0.326,1.56E-01
TET1,1.198,1.15E-01,0.239,0.602,0.327,1.58E-01
TET3,0.952,1.71E-01,0.132,0.613,0.327,1.58E-01
ZNF707,0.242,4.05E-01,1.588,0.596,0.328,1.59E-01
POLR2M,0.878,1.90E-01,0.206,0.612,0.328,1.59E-01
RCOR1,0.314,3.77E-01,0.804,0.607,0.329,1.60E-01
SETD1A,1.023,1.53E-01,0.093,0.61,0.331,1.64E-01
PAF1,1.749,4.02E-02,-0.29,0.609,0.333,1.65E-01
GPS2,0.94,1.74E-01,0.88,0.591,0.333,1.66E-01
SOX9,1.293,9.79E-02,0.58,0.591,0.333,1.66E-01
ZBTB33,0.965,1.67E-01,0.167,0.609,0.334,1.67E-01
TAF3,1.234,1.09E-01,0.106,0.603,0.334,1.68E-01
SCML2,0.85,1.98E-01,0.783,0.596,0.334,1.68E-01
KDM4C,1.203,1.14E-01,0.134,0.602,0.336,1.71E-01
ZC3H8,1.044,1.48E-01,1.015,0.584,0.337,1.73E-01
BARX2,1.092,1.38E-01,0.402,0.597,0.339,1.75E-01
ZFP37,1.159,1.23E-01,0.756,0.588,0.34,1.78E-01
CD59,0.829,2.04E-01,1.052,0.587,0.341,1.78E-01
ZNF547,0.632,2.64E-01,0.812,0.597,0.344,1.83E-01
ELL2,1.587,5.63E-02,-0.039,0.599,0.344,1.84E-01
CCDC101,0.982,1.63E-01,0.471,0.597,0.345,1.84E-01
CTBP2,0.242,4.05E-01,0.185,0.632,0.345,1.85E-01
AFF4,1.717,4.30E-02,-0.302,0.605,0.347,1.87E-01
ELK1,1.459,7.23E-02,-0.058,0.601,0.347,1.88E-01
HMGN3,1.023,1.53E-01,0.486,0.595,0.349,1.91E-01
ZBTB10,1.06,1.45E-01,0.373,0.596,0.351,1.95E-01
BCLAF1,0.937,1.74E-01,0.96,0.585,0.351,1.95E-01
RING1,0.241,4.05E-01,0.745,0.604,0.355,2.01E-01
STAT5B,1.038,1.50E-01,0.38,0.595,0.355,2.02E-01
STAT2,0.948,1.72E-01,0.22,0.6,0.357,2.05E-01
BIRA,0.117,4.53E-01,1.193,0.596,0.357,2.05E-01
KLF3,0.753,2.26E-01,1.029,0.585,0.358,2.06E-01
FGFR1,1.125,1.30E-01,-0.221,0.613,0.358,2.07E-01
ZFP41,0.408,3.42E-01,1.711,0.581,0.359,2.08E-01
ZNF488,0.514,3.04E-01,1.87,0.574,0.359,2.08E-01
ZBTB11,1.544,6.13E-02,0.007,0.595,0.363,2.15E-01
CSDE1,0.482,3.15E-01,0.565,0.6,0.365,2.18E-01
CBX5,0.468,3.20E-01,1.143,0.587,0.365,2.18E-01
YBX3,0.669,2.52E-01,0.804,0.59,0.365,2.19E-01
ZNF138,0.451,3.26E-01,1.662,0.576,0.37,2.28E-01
HOXA6,0.944,1.73E-01,0.445,0.592,0.371,2.30E-01
NFRKB,1.016,1.55E-01,0.652,0.585,0.371,2.30E-01
FXR1,0.918,1.79E-01,0.541,0.591,0.371,2.30E-01
MTA3,0.44,3.30E-01,1.27,0.583,0.373,2.32E-01
LMO2,0.726,2.34E-01,0.828,0.586,0.373,2.34E-01
ING2,0.729,2.33E-01,0.912,0.584,0.374,2.34E-01
ZNF28,0.613,2.70E-01,1.156,0.58,0.375,2.36E-01
ARNT2,0.934,1.75E-01,0.466,0.591,0.375,2.36E-01
COPS2,0.777,2.19E-01,0.778,0.586,0.376,2.38E-01
ZNF740,0.692,2.45E-01,0.56,0.592,0.382,2.50E-01
ZNF519,0.949,1.71E-01,0.305,0.592,0.383,2.51E-01
ZNF341,0.991,1.61E-01,0.091,0.597,0.385,2.55E-01
SMARCA5,0.203,4.19E-01,0.896,0.593,0.386,2.56E-01
EBNA3C,0.605,2.73E-01,0.879,0.585,0.386,2.56E-01
NELFA,1.934,2.65E-02,-0.239,0.591,0.386,2.58E-01
FEV,0.875,1.91E-01,0.466,0.589,0.387,2.58E-01
NPAT,0.954,1.70E-01,0.244,0.592,0.387,2.59E-01
ELK4,1.285,9.95E-02,-0.039,0.594,0.388,2.61E-01
E2F2,0.614,2.70E-01,0.962,0.58,0.388,2.61E-01
ZNF528,0.564,2.87E-01,1.021,0.579,0.39,2.65E-01
REPIN1,0.136,4.46E-01,0.778,0.596,0.392,2.68E-01
ZEB2,0.839,2.01E-01,0.726,0.581,0.393,2.71E-01
MCM2,0.355,3.61E-01,1.547,0.573,0.393,2.71E-01
ZNF467,0.724,2.35E-01,0.733,0.584,0.394,2.72E-01
GATAD2B,0.535,2.96E-01,0.992,0.578,0.396,2.76E-01
RBP2,1.01,1.56E-01,0.068,0.594,0.396,2.76E-01
HCFC1,1.228,1.10E-01,-0.121,0.595,0.398,2.80E-01
NFKB2,0.61,2.71E-01,0.962,0.577,0.398,2.80E-01
EGLN2,0.533,2.97E-01,0.938,0.578,0.403,2.90E-01
MAF,0.077,4.69E-01,0.49,0.6,0.404,2.91E-01
ZNF639,0.938,1.74E-01,0.171,0.59,0.405,2.94E-01
SMARCA4,0.417,3.38E-01,-0.43,0.63,0.405,2.95E-01
ETS1,1.016,1.55E-01,-0.539,0.612,0.406,2.96E-01
ING5,0.308,3.79E-01,1.421,0.571,0.409,3.02E-01
LMTK3,0.1,4.60E-01,1.21,0.581,0.412,3.07E-01
ZNF701,0.403,3.44E-01,1.105,0.574,0.412,3.08E-01
MTA2,0.539,2.95E-01,0.689,0.584,0.412,3.09E-01
SRC,0.251,4.01E-01,0.729,0.589,0.413,3.11E-01
ZNF121,0.3,3.82E-01,0.359,0.597,0.413,3.11E-01
SSU72,0.482,3.15E-01,0.901,0.577,0.414,3.12E-01
ZNF468,0.817,2.07E-01,0.294,0.587,0.414,3.13E-01
ZBTB1,0.63,2.64E-01,0.709,0.579,0.418,3.21E-01
HSF1,0.466,3.21E-01,-0.488,0.624,0.42,3.24E-01
IKZF1,-0.019,5.08E-01,0.42,0.599,0.42,3.25E-01
HINFP,0.635,2.63E-01,0.578,0.581,0.421,3.27E-01
MLLT1,0.796,2.13E-01,-0.083,0.596,0.422,3.30E-01
VEZF1,0.807,2.10E-01,0.098,0.591,0.423,3.30E-01
ZNF83,0.632,2.64E-01,0.339,0.587,0.423,3.32E-01
SCRT1,0.197,4.22E-01,0.983,0.579,0.425,3.35E-01
ZNF697,-0.127,5.50E-01,1.05,0.585,0.425,3.36E-01
MNT,0.513,3.04E-01,0.489,0.585,0.427,3.39E-01
ATOH1,0.867,1.93E-01,0.101,0.589,0.427,3.39E-01
ZNF610,1.079,1.40E-01,-0.112,0.59,0.427,3.40E-01
SREBF1,0.535,2.96E-01,0.055,0.597,0.428,3.41E-01
HMGN1,0.834,2.02E-01,0.132,0.588,0.428,3.42E-01
DPF1,0.36,3.60E-01,0.941,0.574,0.429,3.44E-01
FOXH1,-0.034,5.14E-01,0.866,0.586,0.43,3.46E-01
MORC2,0.443,3.29E-01,-0.129,0.602,0.431,3.49E-01
ZNF202,0.382,3.51E-01,0.741,0.58,0.432,3.50E-01
ICE2,0.508,3.06E-01,0.701,0.577,0.432,3.50E-01
DEAF1,0.85,1.98E-01,0.065,0.588,0.433,3.52E-01
ARNTL,0.477,3.17E-01,0.193,0.591,0.435,3.55E-01
RXRG,0.392,3.48E-01,0.206,0.593,0.436,3.58E-01
XCL1,0.651,2.58E-01,0.377,0.582,0.436,3.59E-01
