TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
IRF3,-1.247,8.94E-01,-1.548,0.489,0.806,9.67E-01
CHD1,-2.941,9.98E-01,-2.24,0.531,0.807,9.68E-01
CPSF3L,-1.821,9.66E-01,-1.914,0.517,0.808,9.68E-01
ZNF430,-1.396,9.19E-01,-0.324,0.413,0.808,9.68E-01
VEZF1,-0.961,8.32E-01,-1.481,0.473,0.809,9.69E-01
FOXJ2,-1.012,8.44E-01,-1.31,0.463,0.81,9.69E-01
MAML3,-2.237,9.87E-01,-0.19,0.439,0.811,9.70E-01
NPAT,-0.696,7.57E-01,-1.648,0.461,0.811,9.70E-01
GTF2E2,-0.79,7.85E-01,-1.437,0.454,0.812,9.70E-01
POU2F1,-1.463,9.28E-01,-0.301,0.404,0.812,9.70E-01
ASCL2,-0.751,7.74E-01,-1.514,0.457,0.813,9.71E-01
LRWD1,-1.563,9.41E-01,-0.207,0.386,0.813,9.71E-01
ARID2,-0.858,8.04E-01,-2.128,0.495,0.814,9.71E-01
SREBF2,-0.839,7.99E-01,-1.44,0.452,0.817,9.73E-01
NFYA,-2.083,9.81E-01,-1.608,0.505,0.818,9.73E-01
CENPT,-1.558,9.40E-01,-0.266,0.386,0.818,9.73E-01
CTBP1,-1.422,9.23E-01,-1.036,0.464,0.819,9.73E-01
ELK1,-2.461,9.93E-01,-1.66,0.51,0.82,9.74E-01
ZNF343,-0.518,6.98E-01,-2.189,0.473,0.821,9.74E-01
PIAS1,-4.443,1.00E+00,-0.245,0.453,0.823,9.75E-01
HNF4G,-2.652,9.96E-01,-0.904,0.482,0.824,9.75E-01
HBP1,-0.813,7.92E-01,-1.932,0.476,0.824,9.75E-01
KLF15,-2.142,9.84E-01,-2.458,0.523,0.825,9.76E-01
ARRB1,-1.501,9.33E-01,-0.801,0.446,0.825,9.76E-01
ARNTL,-1.887,9.71E-01,-1.677,0.5,0.826,9.76E-01
ARID5B,-0.944,8.27E-01,-1.461,0.446,0.828,9.77E-01
KMT2D,-2.978,9.99E-01,-1.822,0.514,0.829,9.77E-01
THAP1,-0.721,7.65E-01,-1.88,0.459,0.83,9.78E-01
GRHL1,-1.187,8.82E-01,-1.15,0.433,0.83,9.78E-01
ZFX,-2.602,9.95E-01,-2.255,0.521,0.833,9.79E-01
PRDM11,-0.971,8.34E-01,-2.595,0.494,0.835,9.80E-01
ZNF786,-0.584,7.20E-01,-2.375,0.468,0.837,9.80E-01
MBOAT4,-0.81,7.91E-01,-1.834,0.453,0.838,9.81E-01
KLF12,-0.71,7.61E-01,-2.01,0.46,0.839,9.81E-01
CENPC,-1.724,9.58E-01,-0.373,0.275,0.842,9.82E-01
FAM208A,-1.112,8.67E-01,-1.937,0.474,0.842,9.82E-01
MNT,-1.428,9.23E-01,-1.47,0.462,0.845,9.83E-01
ZNF618,-1.104,8.65E-01,-1.588,0.438,0.846,9.84E-01
RAC3,-1.194,8.84E-01,-1.413,0.432,0.847,9.84E-01
TAF3,-0.786,7.84E-01,-2.013,0.455,0.849,9.84E-01
ZNF350,-0.973,8.35E-01,-1.774,0.444,0.85,9.85E-01
ZBTB26,-0.787,7.85E-01,-2.387,0.471,0.851,9.85E-01
BCL11B,-2.389,9.92E-01,-2.116,0.509,0.851,9.85E-01
PHF8,-3.534,1.00E+00,-2.075,0.512,0.853,9.86E-01
MORC2,-1.996,9.77E-01,-1.975,0.496,0.855,9.86E-01
SREBF1,-2.06,9.80E-01,-1.958,0.496,0.856,9.87E-01
NRF1,-4.041,1.00E+00,-2.026,0.508,0.86,9.88E-01
ZBTB7B,-1.168,8.79E-01,-1.74,0.434,0.862,9.88E-01
H3F3B,-1.58,9.43E-01,-1.007,0.381,0.863,9.88E-01
ZSCAN2,-1.431,9.24E-01,-1.322,0.409,0.864,9.89E-01
TBX5,-3.161,9.99E-01,-0.691,0.421,0.865,9.89E-01
NELFE,-5.781,1.00E+00,-2.127,0.51,0.865,9.89E-01
POLR2B,-1.438,9.25E-01,-1.993,0.473,0.867,9.89E-01
INO80,-2.398,9.92E-01,-2.287,0.503,0.87,9.90E-01
TCOF1,-0.922,8.22E-01,-2.204,0.447,0.872,9.91E-01
ZBTB10,-1.249,8.94E-01,-1.763,0.428,0.873,9.91E-01
KDM3A,-1.386,9.17E-01,-1.925,0.458,0.873,9.91E-01
CASP8AP2,-1.29,9.02E-01,-1.705,0.424,0.873,9.91E-01
ASH2L,-1.942,9.74E-01,-1.286,0.421,0.875,9.91E-01
ATOH1,-1.152,8.75E-01,-1.965,0.435,0.876,9.92E-01
PTPN11,-1.038,8.50E-01,-2.138,0.441,0.879,9.92E-01
ZSCAN22,-1.599,9.45E-01,-2.117,0.474,0.884,9.93E-01
OGT,-2.42,9.92E-01,-2.238,0.492,0.886,9.93E-01
FOXP3,-1.685,9.54E-01,-1.714,0.437,0.888,9.94E-01
ERF,-2.302,9.89E-01,-1.379,0.424,0.889,9.94E-01
HDAC6,-1.488,9.32E-01,-1.996,0.447,0.891,9.94E-01
NCAPG,-2.512,9.94E-01,-1.561,0.449,0.891,9.94E-01
BARX2,-1.526,9.37E-01,-1.717,0.393,0.895,9.95E-01
RARG,-2.145,9.84E-01,-1.722,0.442,0.897,9.95E-01
XRN2,-2.961,9.99E-01,-2.098,0.482,0.898,9.95E-01
NR0B1,-1.122,8.69E-01,-2.667,0.437,0.898,9.95E-01
DEAF1,-1.363,9.14E-01,-1.96,0.416,0.898,9.95E-01
PHF6,-1.146,8.74E-01,-2.594,0.435,0.898,9.95E-01
TET1,-1.179,8.81E-01,-2.369,0.433,0.899,9.95E-01
HOXA1,-1.478,9.30E-01,-1.835,0.401,0.902,9.96E-01
RBL2,-2.922,9.98E-01,-1.779,0.458,0.903,9.96E-01
HMGN1,-1.303,9.04E-01,-2.166,0.422,0.906,9.96E-01
EPC1,-2.045,9.80E-01,-1.721,0.419,0.906,9.96E-01
TTF2,-1.381,9.16E-01,-2.523,0.447,0.907,9.96E-01
RFX2,-1.39,9.18E-01,-2.042,0.413,0.907,9.96E-01
ELK3,-1.262,8.97E-01,-2.314,0.426,0.907,9.96E-01
ELK4,-2.718,9.97E-01,-1.783,0.447,0.909,9.97E-01
XBP1,-2.352,9.91E-01,-2.396,0.476,0.909,9.97E-01
PHF2,-1.452,9.27E-01,-2.449,0.442,0.912,9.97E-01
SNAPC1,-1.714,9.57E-01,-1.673,0.307,0.912,9.97E-01
NFAT5,-1.503,9.34E-01,-1.982,0.397,0.912,9.97E-01
ELF2,-1.669,9.52E-01,-1.765,0.349,0.913,9.97E-01
NFYC,-1.541,9.38E-01,-1.952,0.389,0.913,9.97E-01
GMEB1,-1.702,9.56E-01,-1.735,0.329,0.915,9.97E-01
RBCK1,-1.598,9.45E-01,-1.897,0.375,0.915,9.97E-01
EMSY,-1.625,9.48E-01,-1.889,0.368,0.916,9.97E-01
ZNF131,-1.672,9.53E-01,-1.791,0.345,0.916,9.97E-01
MXD3,-1.59,9.44E-01,-1.925,0.378,0.916,9.97E-01
ZNF75A,-1.633,9.49E-01,-1.899,0.364,0.919,9.98E-01
KLF10,-1.927,9.73E-01,-2.062,0.433,0.919,9.98E-01
RUVBL1,-1.462,9.28E-01,-2.163,0.405,0.921,9.98E-01
ORC1,-1.425,9.23E-01,-2.247,0.41,0.921,9.98E-01
ZNF100,-1.542,9.39E-01,-2.598,0.439,0.921,9.98E-01
ZNF483,-1.335,9.09E-01,-2.843,0.419,0.922,9.98E-01
RBP2,-1.66,9.52E-01,-1.953,0.354,0.925,9.98E-01
IRAK1,-1.363,9.14E-01,-2.942,0.417,0.925,9.98E-01
PPARD,-1.371,9.15E-01,-2.721,0.415,0.925,9.98E-01
TAFII,-1.943,9.74E-01,-2.079,0.425,0.925,9.98E-01
SMAD5,-2.059,9.80E-01,-2.007,0.422,0.926,9.98E-01
MEN1,-1.974,9.76E-01,-2.008,0.414,0.927,9.98E-01
KAT5,-2.429,9.92E-01,-2.106,0.436,0.931,9.99E-01
ZNF783,-1.452,9.27E-01,-3.244,0.406,0.935,9.99E-01
TDRD3,-1.683,9.54E-01,-2.074,0.339,0.937,9.99E-01
IRAK4,-1.529,9.37E-01,-2.905,0.392,0.94,9.99E-01
SRSF3,-2.042,9.79E-01,-2.253,0.415,0.941,9.99E-01
NELFA,-4.81,1.00E+00,-2.066,0.435,0.942,9.99E-01
ASH1L,-1.55,9.39E-01,-2.899,0.387,0.942,9.99E-01
DCP1A,-2.127,9.83E-01,-2.175,0.413,0.943,9.99E-01
MCRS1,-1.567,9.42E-01,-2.645,0.385,0.943,9.99E-01
ZIC2,-1.635,9.49E-01,-2.303,0.363,0.943,9.99E-01
CSNK2A1,-1.632,9.49E-01,-2.431,0.364,0.944,9.99E-01
RPE,-2.83,9.98E-01,-2.527,0.447,0.945,9.99E-01
GMEB2,-2.379,9.91E-01,-2.001,0.36,0.945,9.99E-01
DDX21,-2.194,9.86E-01,-2.172,0.389,0.948,9.99E-01
KDM5A,-3.296,1.00E+00,-1.928,0.368,0.948,9.99E-01
POU3F2,-2.276,9.89E-01,-2.117,0.374,0.949,9.99E-01
MAFB,-1.703,9.56E-01,-2.259,0.328,0.949,9.99E-01
SPIN1,-1.676,9.53E-01,-2.513,0.343,0.951,1.00E+00
ZNF711,-1.678,9.53E-01,-2.457,0.34,0.951,1.00E+00
GTF2B,-4.571,1.00E+00,-2.221,0.432,0.952,1.00E+00
U2AF1,-3.012,9.99E-01,-2.219,0.405,0.958,1.00E+00
