TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
BRD7,-0.33,6.29E-01,-1.485,0.453,0.691,8.68E-01
POLR2A,-32.726,1.00E+00,-2.508,0.567,0.693,8.69E-01
ZNF287,-0.939,8.26E-01,0.357,0.394,0.693,8.70E-01
POU2F1,-0.941,8.27E-01,0.374,0.393,0.693,8.70E-01
EBF1,-1.178,8.81E-01,-0.674,0.467,0.694,8.71E-01
RUNX3,-0.532,7.03E-01,-0.783,0.434,0.695,8.73E-01
CBX6,-0.46,6.77E-01,-1.446,0.458,0.695,8.73E-01
ZNF350,-0.522,6.99E-01,-0.829,0.435,0.696,8.74E-01
ORC2,-0.519,6.98E-01,-0.869,0.435,0.696,8.74E-01
ZNF589,-0.638,7.38E-01,-0.994,0.449,0.699,8.78E-01
NEUROG2,-1.597,9.45E-01,0.036,0.456,0.7,8.79E-01
ZFP28,-1.137,8.72E-01,0.297,0.411,0.701,8.80E-01
ETV6,-1.415,9.22E-01,-0.616,0.467,0.703,8.83E-01
BRD2,-2.403,9.92E-01,-2.25,0.535,0.704,8.83E-01
BRD4,-7.124,1.00E+00,-2.24,0.549,0.704,8.84E-01
ZNF644,-0.685,7.53E-01,-1.032,0.448,0.704,8.84E-01
NFYB,-0.928,8.23E-01,-1.176,0.466,0.705,8.84E-01
ZNF618,-0.58,7.19E-01,-0.815,0.429,0.705,8.84E-01
SIN3A,-1.862,9.69E-01,-2.185,0.523,0.705,8.84E-01
NFKB2,-0.832,7.97E-01,-0.489,0.43,0.705,8.85E-01
PAX5,-1.663,9.52E-01,-0.914,0.483,0.706,8.85E-01
ZNF197,-0.584,7.21E-01,-1.18,0.448,0.706,8.85E-01
TET3,-0.891,8.14E-01,-2.199,0.499,0.708,8.88E-01
ING2,-0.318,6.25E-01,-1.782,0.454,0.709,8.89E-01
GABP,-0.648,7.42E-01,-1.525,0.465,0.709,8.89E-01
SCML2,-0.555,7.11E-01,-1.433,0.456,0.71,8.90E-01
ZNF273,-0.281,6.11E-01,-1.91,0.457,0.711,8.91E-01
GABPA,-4.12,1.00E+00,-2.257,0.541,0.711,8.92E-01
HMG20A,-0.763,7.77E-01,-0.597,0.412,0.713,8.93E-01
EBNA2,-0.78,7.83E-01,-0.527,0.41,0.717,8.98E-01
DIDO1,-0.768,7.79E-01,-0.908,0.435,0.719,9.01E-01
MEN1,-0.773,7.80E-01,-1.003,0.443,0.72,9.02E-01
YY1,-5.296,1.00E+00,-2.277,0.537,0.721,9.02E-01
CDK8,-2.554,9.95E-01,-2.422,0.531,0.721,9.02E-01
AGO2,-0.554,7.10E-01,-1.249,0.431,0.722,9.03E-01
ZNF441,-0.341,6.34E-01,-1.895,0.452,0.722,9.03E-01
ZFX,-2.686,9.96E-01,-2.305,0.526,0.726,9.07E-01
EP400,-0.524,7.00E-01,-1.346,0.435,0.726,9.07E-01
ZNF574,-0.421,6.63E-01,-1.696,0.444,0.729,9.10E-01
MBTD1,-0.465,6.79E-01,-1.564,0.44,0.729,9.10E-01
EWSR1,-1.695,9.55E-01,-1.223,0.481,0.729,9.11E-01
ZNF682,-0.558,7.12E-01,-1.609,0.452,0.729,9.11E-01
HBP1,-0.607,7.28E-01,-1.688,0.457,0.73,9.11E-01
KMT2A,-2.41,9.92E-01,-3.247,0.536,0.73,9.12E-01
CBX8,-0.716,7.63E-01,-2.693,0.49,0.731,9.13E-01
PMEL,-1.038,8.50E-01,-1.478,0.467,0.734,9.16E-01
TERF1,-0.771,7.80E-01,-0.907,0.411,0.736,9.17E-01
NELFE,-5.168,1.00E+00,-1.974,0.516,0.737,9.18E-01
KDM6A,-0.735,7.69E-01,-1.084,0.415,0.738,9.19E-01
TBP,-1.346,9.11E-01,-2.324,0.502,0.739,9.20E-01
TLX1,-0.848,8.02E-01,-0.745,0.403,0.739,9.20E-01
ZNF519,-0.413,6.60E-01,-1.895,0.445,0.739,9.20E-01
TFDP1,-1.207,8.86E-01,-1.387,0.466,0.74,9.21E-01
NPAT,-0.553,7.10E-01,-1.484,0.431,0.74,9.21E-01
TAT,-0.88,8.11E-01,-0.705,0.399,0.74,9.21E-01
E2F1,-5.214,1.00E+00,-2.021,0.515,0.741,9.21E-01
ZNF430,-1.167,8.78E-01,-0.026,0.367,0.742,9.23E-01
ZNF610,-0.778,7.82E-01,-2.034,0.473,0.743,9.23E-01
ZNF44,-0.567,7.15E-01,-1.502,0.43,0.744,9.25E-01
POU2F2,-0.991,8.39E-01,-1.419,0.455,0.746,9.26E-01
NKRF,-0.903,8.17E-01,-1.344,0.443,0.747,9.27E-01
ZBTB40,-1.367,9.14E-01,-1.451,0.469,0.748,9.28E-01
ZNF597,-0.828,7.96E-01,-0.966,0.405,0.749,9.29E-01
HDAC1,-2.824,9.98E-01,-2.715,0.521,0.75,9.30E-01
ZNF260,-0.813,7.92E-01,-1.115,0.407,0.754,9.33E-01
MXI1,-1.179,8.81E-01,-2.746,0.497,0.756,9.35E-01
ZBTB7A,-1.696,9.55E-01,-2.17,0.497,0.756,9.35E-01
MEIS1,-1.565,9.41E-01,-0.421,0.415,0.757,9.36E-01
INTS12,-0.474,6.82E-01,-1.966,0.439,0.758,9.36E-01
TCF21,-1.673,9.53E-01,-0.589,0.432,0.758,9.36E-01
TBX5,-2.075,9.81E-01,-0.072,0.41,0.758,9.37E-01
BTAF1,-0.771,7.80E-01,-1.342,0.411,0.759,9.37E-01
ZBTB10,-0.772,7.80E-01,-1.322,0.411,0.759,9.37E-01
TARDBP,-0.944,8.28E-01,-1.869,0.463,0.759,9.37E-01
ERG,-3.67,1.00E+00,-2.734,0.52,0.76,9.38E-01
IRF3,-1.154,8.76E-01,-1.474,0.455,0.76,9.38E-01
ZNF674,-0.445,6.72E-01,-2.13,0.442,0.761,9.38E-01
WRNIP1,-0.509,6.95E-01,-1.927,0.436,0.763,9.40E-01
KLF13,-0.941,8.27E-01,-1.31,0.423,0.764,9.41E-01
HOXA2,-0.672,7.49E-01,-1.581,0.42,0.764,9.41E-01
ELL2,-2.414,9.92E-01,-1.693,0.486,0.765,9.41E-01
BCL6,-2.305,9.89E-01,-1.742,0.487,0.765,9.42E-01
CD59,-0.859,8.05E-01,-1.215,0.401,0.766,9.42E-01
PSIP1,-0.874,8.09E-01,-1.617,0.44,0.77,9.45E-01
HEY1,-0.811,7.91E-01,-2.017,0.456,0.77,9.45E-01
ZBTB7B,-0.819,7.94E-01,-1.368,0.406,0.77,9.46E-01
MBOAT4,-0.702,7.59E-01,-1.656,0.417,0.772,9.47E-01
SND1,-1.525,9.36E-01,-0.691,0.408,0.774,9.48E-01
LMO1,-0.835,7.98E-01,-1.387,0.405,0.775,9.49E-01
TBX21,-1.34,9.10E-01,-1.074,0.422,0.776,9.50E-01
HOXA1,-0.917,8.20E-01,-1.314,0.396,0.777,9.50E-01
KLF9,-1.275,8.99E-01,-2.136,0.476,0.777,9.50E-01
SIX5,-2.103,9.82E-01,-1.7,0.479,0.778,9.51E-01
BCLAF1,-0.772,7.80E-01,-1.899,0.442,0.78,9.52E-01
RBBP5,-2.014,9.78E-01,-2.47,0.497,0.781,9.53E-01
STAT2,-1.322,9.07E-01,-1.507,0.448,0.782,9.54E-01
POLR2H,-0.964,8.32E-01,-1.496,0.423,0.782,9.54E-01
TERF2,-0.956,8.30E-01,-1.286,0.392,0.783,9.54E-01
RUVBL1,-0.841,8.00E-01,-1.489,0.404,0.785,9.55E-01
H3F3B,-1.347,9.11E-01,-0.68,0.341,0.789,9.58E-01
E2F4,-1.883,9.70E-01,-1.857,0.474,0.79,9.58E-01
FOXJ2,-1.121,8.69E-01,-1.433,0.414,0.79,9.58E-01
CBFB,-2.35,9.91E-01,-3.19,0.503,0.793,9.60E-01
CENPC,-1.596,9.45E-01,-0.22,0.292,0.794,9.61E-01
MKL1,-0.812,7.92E-01,-1.71,0.407,0.794,9.61E-01
NFYA,-1.795,9.64E-01,-1.464,0.452,0.796,9.62E-01
NFKB1,-1.355,9.12E-01,-1.421,0.424,0.797,9.62E-01
CEBPA,-4.015,1.00E+00,-2.159,0.492,0.797,9.62E-01
NCAPH2,-0.711,7.61E-01,-2.298,0.442,0.798,9.63E-01
MXD3,-1.035,8.50E-01,-1.381,0.383,0.798,9.63E-01
MYCN,-1.905,9.72E-01,-1.904,0.471,0.799,9.64E-01
HMGN3,-0.645,7.41E-01,-2.229,0.422,0.802,9.65E-01
MYB,-2.692,9.96E-01,-1.339,0.452,0.803,9.65E-01
ZNF189,-0.572,7.16E-01,-2.452,0.43,0.803,9.66E-01
NR2C2,-2.944,9.98E-01,-1.688,0.469,0.804,9.66E-01
BCL11B,-2.608,9.95E-01,-2.232,0.485,0.805,9.67E-01
KDM4B,-1.11,8.67E-01,-1.715,0.423,0.805,9.67E-01
FLI1,-2.991,9.99E-01,-2.127,0.483,0.806,9.67E-01
KAT8,-1.572,9.42E-01,-1.52,0.441,0.806,9.67E-01
CCNT2,-0.695,7.57E-01,-2.221,0.417,0.807,9.68E-01
FOXP2,-0.765,7.78E-01,-2.902,0.454,0.807,9.68E-01
MLLT1,-2.203,9.86E-01,-2.288,0.482,0.808,9.68E-01
CEBPD,-0.969,8.34E-01,-2.191,0.445,0.808,9.68E-01
FXR1,-0.934,8.25E-01,-1.713,0.394,0.81,9.69E-01
RBL2,-2.156,9.84E-01,-1.482,0.446,0.811,9.70E-01
BARX2,-1.146,8.74E-01,-1.41,0.37,0.811,9.70E-01
CPSF3L,-1.943,9.74E-01,-1.991,0.466,0.813,9.71E-01
INO80,-2.245,9.88E-01,-2.19,0.478,0.813,9.71E-01
ASXL1,-0.657,7.44E-01,-2.403,0.421,0.813,9.71E-01
PML,-2.416,9.92E-01,-1.973,0.471,0.814,9.71E-01
CDK6,-0.771,7.80E-01,-2.18,0.411,0.817,9.73E-01
HCFC1,-2.298,9.89E-01,-1.803,0.46,0.819,9.73E-01
MEF2C,-0.885,8.12E-01,-1.918,0.399,0.819,9.73E-01
NFAT5,-1.079,8.60E-01,-1.59,0.378,0.82,9.74E-01
PRDM11,-1.081,8.60E-01,-2.788,0.459,0.82,9.74E-01
PAF1,-3.767,1.00E+00,-2.124,0.48,0.821,9.74E-01
BPTF,-0.699,7.58E-01,-2.533,0.417,0.823,9.75E-01
AFF4,-3.723,1.00E+00,-2.32,0.484,0.824,9.75E-01
THAP11,-0.92,8.21E-01,-1.995,0.396,0.826,9.76E-01
TAF1,-3.09,9.99E-01,-2.612,0.485,0.827,9.77E-01
ZNF786,-0.707,7.60E-01,-2.629,0.417,0.827,9.77E-01
ETV1,-1.169,8.79E-01,-2.361,0.449,0.828,9.77E-01
NCOR2,-1.499,9.33E-01,-1.415,0.381,0.828,9.77E-01
MGEA5,-0.758,7.76E-01,-2.487,0.412,0.829,9.77E-01
ATOH1,-1.028,8.48E-01,-1.838,0.384,0.829,9.78E-01
SKI,-1.227,8.90E-01,-1.461,0.358,0.829,9.78E-01
LEO1,-0.942,8.27E-01,-1.945,0.393,0.829,9.78E-01
GLI2,-3.405,1.00E+00,-3.723,0.494,0.83,9.78E-01
LMO2,-2.58,9.95E-01,-1.115,0.402,0.83,9.78E-01
CDK12,-0.824,7.95E-01,-2.235,0.406,0.83,9.78E-01
NFYC,-1.155,8.76E-01,-1.616,0.369,0.83,9.78E-01
SP2,-1.608,9.46E-01,-2.14,0.453,0.833,9.79E-01
EPC1,-1.554,9.40E-01,-1.42,0.38,0.834,9.79E-01
THAP1,-0.937,8.26E-01,-2.141,0.394,0.837,9.80E-01
LYL1,-3.262,9.99E-01,-0.828,0.369,0.838,9.81E-01
GRIP1,-2.2,9.86E-01,-0.966,0.327,0.838,9.81E-01
RBCK1,-1.234,8.92E-01,-1.587,0.357,0.839,9.81E-01
MAPK1,-1.243,8.93E-01,-2.465,0.445,0.84,9.82E-01
ZBED1,-1.53,9.37E-01,-1.585,0.382,0.843,9.83E-01
RFX2,-1.163,8.78E-01,-1.797,0.368,0.844,9.83E-01
KLF10,-1.506,9.34E-01,-1.75,0.405,0.845,9.83E-01
RUNX1T1,-2.546,9.95E-01,-1.299,0.39,0.845,9.83E-01
JMJD1C,-2.069,9.81E-01,-1.632,0.413,0.846,9.84E-01
SNAPC1,-1.451,9.27E-01,-1.46,0.323,0.847,9.84E-01
XRN2,-3.02,9.99E-01,-2.12,0.459,0.847,9.84E-01
