TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
ASH1L,-1.369,9.15E-01,-2.687,0.316,0.918,9.98E-01
KDM3A,-1.818,9.66E-01,-2.301,0.343,0.918,9.98E-01
CDK7,-2.683,9.96E-01,-2.905,0.423,0.918,9.98E-01
ZSCAN22,-2.041,9.79E-01,-2.422,0.386,0.919,9.98E-01
HMGN1,-1.516,9.35E-01,-2.394,0.278,0.92,9.98E-01
RBL2,-3.633,1.00E+00,-2.054,0.322,0.921,9.98E-01
IRAK4,-1.4,9.19E-01,-2.759,0.309,0.923,9.98E-01
MCRS1,-1.471,9.29E-01,-2.547,0.292,0.925,9.98E-01
FAM208A,-1.808,9.65E-01,-2.49,0.357,0.926,9.98E-01
KDM5A,-3.427,1.00E+00,-1.979,0.187,0.927,9.98E-01
SPIN1,-1.559,9.41E-01,-2.408,0.266,0.927,9.98E-01
GTF2B,-4.533,1.00E+00,-2.209,0.374,0.929,9.98E-01
IRAK1,-1.436,9.25E-01,-3.025,0.301,0.93,9.98E-01
TAFII,-2.203,9.86E-01,-2.247,0.289,0.932,9.99E-01
BRPF3,-1.931,9.73E-01,-2.896,0.379,0.932,9.99E-01
SMAD5,-2.359,9.91E-01,-2.197,0.235,0.933,9.99E-01
KAT5,-2.662,9.96E-01,-2.235,0.303,0.934,9.99E-01
RPE,-2.769,9.97E-01,-2.496,0.387,0.934,9.99E-01
NELFA,-5.052,1.00E+00,-2.132,0.314,0.935,9.99E-01
PHF8,-4.91,1.00E+00,-2.465,0.4,0.937,9.99E-01
DCP1A,-2.263,9.88E-01,-2.262,0.273,0.937,9.99E-01
DDX21,-2.325,9.90E-01,-2.251,0.238,0.938,9.99E-01
PHF2,-1.864,9.69E-01,-2.76,0.334,0.941,9.99E-01
XRN2,-4.042,1.00E+00,-2.508,0.376,0.947,9.99E-01
U2AF1,-3.2,9.99E-01,-2.303,0.257,0.952,1.00E+00
