TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
BRPF3,1.244,1.07E-01,-0.692,0.488,0.432,3.49E-01
HCFC1R1,0.366,3.57E-01,1.104,0.467,0.432,3.50E-01
STAT1,0.356,3.61E-01,-0.226,0.509,0.433,3.52E-01
CDCA2,0.313,3.77E-01,1.209,0.463,0.433,3.52E-01
ZNF75D,0.124,4.51E-01,1.508,0.458,0.434,3.54E-01
JUN,-0.623,7.33E-01,0.054,0.53,0.437,3.62E-01
NOTCH1,-0.614,7.30E-01,-0.948,0.614,0.441,3.69E-01
CDK7,0.459,3.23E-01,-0.799,0.518,0.441,3.69E-01
CBX4,0.719,2.36E-01,-0.121,0.486,0.441,3.69E-01
REPIN1,0.002,4.99E-01,0.615,0.488,0.442,3.72E-01
ZNF680,-0.599,7.26E-01,1.052,0.495,0.442,3.72E-01
ZFP2,0.571,2.84E-01,-0.114,0.489,0.445,3.77E-01
ZNF695,0.514,3.04E-01,0.339,0.475,0.446,3.80E-01
KDM4C,0.784,2.17E-01,-0.415,0.489,0.447,3.82E-01
ETV1,-0.308,6.21E-01,-1.082,0.569,0.448,3.83E-01
RARA,-0.796,7.87E-01,-0.414,0.556,0.448,3.83E-01
BIRA,-0.045,5.18E-01,1.011,0.476,0.448,3.83E-01
ZNF134,0.212,4.16E-01,1.24,0.458,0.448,3.84E-01
KDM5B,0.739,2.30E-01,-0.421,0.49,0.451,3.90E-01
ZFP37,0.742,2.29E-01,-0.075,0.477,0.451,3.90E-01
ZNF740,0.292,3.85E-01,0.023,0.492,0.451,3.91E-01
BRD9,0.499,3.09E-01,0.414,0.469,0.452,3.94E-01
CDK8,0.329,3.71E-01,-0.71,0.514,0.453,3.94E-01
ZNF436,0.258,3.98E-01,1.062,0.46,0.453,3.94E-01
MCM2,0.129,4.49E-01,1.294,0.453,0.453,3.96E-01
HMGN3,0.654,2.57E-01,-0.116,0.482,0.453,3.96E-01
NR4A1,-0.164,5.65E-01,0.245,0.496,0.455,4.00E-01
EHMT2,-0.223,5.88E-01,1.201,0.471,0.456,4.01E-01
ZNF711,0.662,2.54E-01,-0.183,0.482,0.457,4.03E-01
SKI,0.401,3.44E-01,0.416,0.469,0.462,4.14E-01
