TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
ZNF485,-1.195,8.84E-01,-0.451,0.508,0.766,9.43E-01
ZNF384,-1.441,9.25E-01,-1.053,0.57,0.767,9.43E-01
PIAS1,-4.16,1.00E+00,-0.148,0.545,0.767,9.43E-01
ZNF425,-0.632,7.36E-01,-1.226,0.546,0.767,9.43E-01
ZNF22,-1.186,8.82E-01,-0.519,0.509,0.769,9.44E-01
IRAK1,-0.402,6.56E-01,-1.859,0.556,0.769,9.45E-01
ZNF101,-1.022,8.47E-01,-2.251,0.58,0.772,9.47E-01
ZNF468,-0.495,6.90E-01,-1.766,0.552,0.774,9.48E-01
NOTCH3,-1.476,9.30E-01,-0.229,0.477,0.774,9.48E-01
PARP1,-1.41,9.21E-01,-0.29,0.487,0.775,9.49E-01
RFX5,-1.306,9.04E-01,-2.203,0.586,0.776,9.49E-01
ELK3,-0.589,7.22E-01,-1.56,0.548,0.777,9.50E-01
