TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
FOXO1,0.506,3.06E-01,0.883,0.604,0.297,1.18E-01
RELB,1.203,1.15E-01,1.412,0.519,0.297,1.18E-01
HDGF,1.056,1.45E-01,1.13,0.535,0.299,1.21E-01
PGR,0.853,1.97E-01,1.539,0.527,0.306,1.28E-01
ZNF318,1.19,1.17E-01,1.24,0.52,0.308,1.32E-01
ZNF8,0.422,3.36E-01,1.551,0.55,0.31,1.33E-01
PYGO2,0.818,2.07E-01,1.767,0.521,0.311,1.35E-01
BRD4,1.087,1.38E-01,-0.785,0.733,0.313,1.38E-01
ZNF586,0.606,2.72E-01,2.546,0.51,0.314,1.39E-01
SMAD1,0.589,2.78E-01,1.2,0.554,0.315,1.40E-01
ZNF28,0.831,2.03E-01,1.506,0.525,0.315,1.40E-01
ZNF765,0.602,2.74E-01,2.549,0.51,0.315,1.41E-01
GTF3C5,1.321,9.32E-02,0.611,0.534,0.316,1.42E-01
SETDB1,0.053,4.79E-01,1.036,0.629,0.316,1.42E-01
ZNF75D,0.793,2.14E-01,2.127,0.51,0.317,1.43E-01
ZNF445,0.755,2.25E-01,1.817,0.52,0.317,1.43E-01
ZNF770,0.76,2.24E-01,1.786,0.52,0.317,1.44E-01
ZFP37,1.201,1.15E-01,0.838,0.527,0.319,1.46E-01
SS18,0.795,2.13E-01,1.152,0.539,0.319,1.46E-01
ZNF675,0.622,2.67E-01,2.346,0.511,0.32,1.48E-01
ZNF239,0.95,1.71E-01,1.643,0.515,0.32,1.48E-01
DPPA2,0.724,2.34E-01,1.872,0.517,0.32,1.48E-01
MECP2,1.32,9.35E-02,0.393,0.538,0.321,1.48E-01
POLR2M,0.902,1.84E-01,0.237,0.576,0.321,1.49E-01
CDC5L,0.945,1.72E-01,1.282,0.523,0.322,1.51E-01
ZNF823,0.678,2.49E-01,2.065,0.514,0.325,1.55E-01
OTX2,0.176,4.30E-01,0.985,0.599,0.326,1.57E-01
ZNF623,0.901,1.84E-01,1.738,0.512,0.327,1.57E-01
ZNF384,0.876,1.91E-01,1.354,0.521,0.327,1.58E-01
ZNF169,0.707,2.40E-01,1.873,0.516,0.327,1.58E-01
ZBTB6,1.143,1.27E-01,1.059,0.519,0.327,1.58E-01
CBX5,0.66,2.55E-01,1.405,0.533,0.328,1.59E-01
SMARCC2,1.156,1.24E-01,0.901,0.524,0.328,1.59E-01
RUNX1T1,1.198,1.16E-01,0.946,0.52,0.329,1.60E-01
NR2F1,0.962,1.68E-01,1.587,0.511,0.329,1.60E-01
ZNF558,0.801,2.12E-01,1.582,0.518,0.33,1.61E-01
MYNN,0.72,2.36E-01,1.421,0.527,0.33,1.62E-01
ZKSCAN1,0.796,2.13E-01,1.695,0.516,0.33,1.62E-01
ZC3H8,1.164,1.22E-01,1.166,0.516,0.331,1.63E-01
ZNF394,1.059,1.45E-01,1.001,0.522,0.332,1.65E-01
EBF1,1.129,1.29E-01,1.064,0.517,0.335,1.69E-01
EBNA3C,1.133,1.29E-01,1.224,0.515,0.335,1.69E-01
FANCD2,0.657,2.56E-01,1.934,0.513,0.335,1.69E-01
ZNF320,0.853,1.97E-01,1.822,0.508,0.335,1.70E-01
CHD7,0.709,2.39E-01,0.933,0.544,0.336,1.70E-01
ZNF600,1.019,1.54E-01,1.206,0.517,0.336,1.70E-01
EGR2,0.983,1.63E-01,0.521,0.542,0.337,1.72E-01
EOMES,0.575,2.83E-01,1.367,0.532,0.339,1.75E-01
ZNF280D,0.959,1.69E-01,1.251,0.516,0.341,1.78E-01
SPI1,0.496,3.10E-01,0.279,0.6,0.342,1.79E-01
CBX6,0.828,2.04E-01,0.751,0.538,0.342,1.80E-01
PRDM14,0.752,2.26E-01,1.465,0.52,0.343,1.81E-01
ETV6,0.763,2.23E-01,1.051,0.532,0.343,1.82E-01
NFIC,0.391,3.48E-01,0.609,0.582,0.344,1.84E-01
DROSHA,1.005,1.57E-01,0.074,0.554,0.345,1.84E-01
ZNF331,0.554,2.90E-01,2.224,0.507,0.345,1.84E-01
CHAMP1,0.941,1.73E-01,1.296,0.515,0.345,1.85E-01
RUNX1,0.498,3.09E-01,0.245,0.597,0.347,1.88E-01
GLIS2,1.263,1.03E-01,0.188,0.534,0.347,1.88E-01
SKI,0.852,1.97E-01,0.935,0.527,0.349,1.92E-01
ZNF563,0.635,2.63E-01,1.845,0.511,0.349,1.92E-01
WHSC1,0.822,2.05E-01,1.653,0.509,0.35,1.94E-01
PRDM10,0.956,1.70E-01,1.226,0.514,0.351,1.94E-01
SP7,0.975,1.65E-01,1.048,0.516,0.352,1.96E-01
ZNF547,0.837,2.01E-01,1.112,0.519,0.355,2.02E-01
AFF1,0.626,2.66E-01,0.055,0.584,0.355,2.02E-01
MIER1,0.88,1.89E-01,1.209,0.516,0.356,2.03E-01
ZNF335,1.172,1.21E-01,0.412,0.525,0.356,2.03E-01
CHD8,0.389,3.49E-01,0.985,0.549,0.357,2.04E-01
TFAP2A,0.816,2.07E-01,0.925,0.526,0.358,2.06E-01
STAT4,0.447,3.28E-01,1.244,0.534,0.359,2.08E-01
DNMT3B,-0.025,5.10E-01,0.483,0.641,0.359,2.09E-01
SCRT2,0.764,2.22E-01,1.7,0.507,0.359,2.09E-01
TRIM22,0.986,1.62E-01,0.835,0.517,0.362,2.13E-01
PRDM12,0.486,3.13E-01,2.161,0.503,0.365,2.18E-01
ZNF740,0.554,2.90E-01,0.375,0.561,0.365,2.19E-01
ZNF534,0.787,2.16E-01,0.964,0.522,0.366,2.19E-01
FAIRE,0.003,4.99E-01,0.301,0.668,0.366,2.21E-01
ZNF792,0.917,1.80E-01,0.797,0.518,0.371,2.28E-01
NFE2,0.323,3.73E-01,0.352,0.578,0.372,2.31E-01
ZNF549,0.471,3.19E-01,2.075,0.502,0.374,2.35E-01
ZBTB42,0.676,2.50E-01,1.368,0.514,0.375,2.36E-01
PROX1,0.682,2.48E-01,0.749,0.532,0.376,2.38E-01
ZNF22,0.543,2.94E-01,1.782,0.506,0.379,2.43E-01
INTS11,1.29,9.85E-02,-0.139,0.527,0.379,2.44E-01
ZNF467,0.767,2.22E-01,0.813,0.52,0.381,2.47E-01
EHMT2,0.273,3.93E-01,1.51,0.522,0.381,2.48E-01
ZNF641,0.801,2.12E-01,1.09,0.511,0.382,2.50E-01
NFKB2,0.824,2.05E-01,1.178,0.509,0.382,2.50E-01
ZNF485,0.511,3.05E-01,1.793,0.504,0.383,2.52E-01
C11orf30,0.613,2.70E-01,1.423,0.509,0.384,2.54E-01
NFATC3,0.652,2.57E-01,1.263,0.512,0.385,2.55E-01
IRF4,0.986,1.62E-01,0.949,0.506,0.387,2.58E-01
ZNF257,0.715,2.37E-01,0.955,0.516,0.387,2.59E-01
DDX5,0.216,4.15E-01,1.159,0.535,0.388,2.60E-01
MAFF,0.435,3.32E-01,1.576,0.511,0.388,2.60E-01
ETV4,0.046,4.82E-01,-0.031,0.627,0.391,2.66E-01
KLF17,0.969,1.66E-01,0.395,0.519,0.391,2.67E-01
MYC,0.652,2.57E-01,-0.787,0.595,0.394,2.72E-01
ZNF692,0.954,1.70E-01,0.492,0.516,0.396,2.76E-01
TSHZ1,0.7,2.42E-01,1.351,0.504,0.398,2.79E-01
HLTF,0.82,2.06E-01,0.837,0.511,0.398,2.80E-01
ZNF17,0.399,3.45E-01,1.95,0.498,0.401,2.86E-01
TCF4,-0.418,6.62E-01,0.805,0.587,0.402,2.88E-01
SP1,0.695,2.44E-01,-0.653,0.572,0.402,2.89E-01
GTF2A2,0.483,3.15E-01,1.596,0.503,0.403,2.90E-01
CBFB,0.626,2.66E-01,-0.733,0.574,0.409,3.03E-01
NFKB1,0.874,1.91E-01,0.702,0.508,0.41,3.04E-01
NR4A1,0.53,2.98E-01,0.98,0.515,0.41,3.04E-01
ADNP,0.747,2.27E-01,0.962,0.507,0.411,3.05E-01
ELF3,0.765,2.22E-01,0.886,0.508,0.411,3.06E-01
ATF2,0.254,4.00E-01,0.587,0.541,0.413,3.10E-01
ZFP2,0.764,2.22E-01,0.25,0.524,0.413,3.10E-01
ZNF414,0.912,1.81E-01,0.327,0.515,0.414,3.13E-01
ZNF429,0.374,3.54E-01,1.896,0.497,0.414,3.13E-01
ZNF490,0.379,3.52E-01,1.86,0.497,0.416,3.16E-01
ZFP69B,0.869,1.92E-01,0.377,0.515,0.416,3.17E-01
DPF2,0.284,3.88E-01,1.265,0.515,0.418,3.21E-01
PAX3,0.451,3.26E-01,1.53,0.501,0.418,3.21E-01
ZSCAN16,0.612,2.70E-01,1.468,0.497,0.418,3.21E-01
MEF2D,0.603,2.73E-01,1.298,0.501,0.419,3.22E-01
ZNF284,0.384,3.51E-01,1.798,0.497,0.419,3.23E-01
PARP1,0.349,3.64E-01,1.896,0.495,0.42,3.24E-01
JMJD1C,0.762,2.23E-01,0.602,0.512,0.421,3.26E-01
ZNF766,0.537,2.96E-01,1.418,0.5,0.421,3.26E-01
ZSCAN23,0.71,2.39E-01,0.684,0.511,0.422,3.28E-01
SND1,0.561,2.87E-01,0.79,0.515,0.422,3.28E-01
ZNF750,0.468,3.20E-01,1.393,0.502,0.422,3.29E-01
CBX8,0.32,3.74E-01,-0.411,0.576,0.425,3.34E-01
ZNF423,0.823,2.05E-01,0.312,0.515,0.427,3.39E-01
PKNOX1,0.536,2.96E-01,1.394,0.499,0.427,3.39E-01
ZBTB7A,0.991,1.61E-01,-0.723,0.532,0.427,3.40E-01
