TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
ZBED1,-1.447,9.26E-01,-1.504,0.361,0.822,9.75E-01
CD74,-1.902,9.71E-01,-1.108,0.358,0.824,9.76E-01
POLR2H,-1.262,8.97E-01,-1.821,0.362,0.825,9.76E-01
NFRKB,-1.44,9.25E-01,-1.43,0.344,0.826,9.76E-01
ING2,-0.753,7.74E-01,-2.9,0.376,0.826,9.76E-01
NRF1,-5.181,1.00E+00,-2.318,0.444,0.827,9.77E-01
YBX3,-1.562,9.41E-01,-1.314,0.334,0.828,9.77E-01
CASP8AP2,-1.193,8.84E-01,-1.594,0.314,0.828,9.77E-01
IRF3,-1.588,9.44E-01,-1.821,0.38,0.829,9.78E-01
HMGN3,-0.824,7.95E-01,-2.52,0.368,0.829,9.78E-01
SIX5,-2.609,9.96E-01,-1.955,0.414,0.83,9.78E-01
SP2,-1.716,9.57E-01,-2.213,0.413,0.831,9.79E-01
TET1,-0.959,8.31E-01,-2.127,0.351,0.832,9.79E-01
XBP1,-2.042,9.79E-01,-2.02,0.409,0.833,9.79E-01
MAPK1,-1.255,8.95E-01,-2.477,0.403,0.834,9.79E-01
KLF10,-1.603,9.46E-01,-1.822,0.377,0.834,9.79E-01
CDK6,-0.89,8.13E-01,-2.346,0.359,0.836,9.80E-01
ZNF76,-1.693,9.55E-01,-2.209,0.407,0.838,9.81E-01
NR0B1,-0.896,8.15E-01,-2.365,0.359,0.839,9.81E-01
NFAT5,-1.234,8.92E-01,-1.734,0.305,0.839,9.81E-01
E2F4,-2.746,9.97E-01,-2.279,0.427,0.839,9.81E-01
DIDO1,-1.502,9.34E-01,-1.591,0.342,0.84,9.82E-01
MXD3,-1.291,9.02E-01,-1.632,0.295,0.84,9.82E-01
KAT8,-1.853,9.68E-01,-1.72,0.374,0.841,9.82E-01
NFYA,-2.625,9.96E-01,-1.88,0.4,0.842,9.82E-01
CDK9,-4.089,1.00E+00,-2.772,0.443,0.843,9.83E-01
NFYB,-1.688,9.54E-01,-1.966,0.382,0.844,9.83E-01
CCNT2,-0.881,8.11E-01,-2.56,0.361,0.844,9.83E-01
ZSCAN5A,-1.3,9.03E-01,-2.08,0.368,0.844,9.83E-01
ZNF343,-0.875,8.09E-01,-2.71,0.361,0.845,9.83E-01
RBCK1,-1.334,9.09E-01,-1.672,0.286,0.849,9.84E-01
HCFC1,-2.873,9.98E-01,-2.077,0.409,0.85,9.85E-01
ARID2,-1.313,9.06E-01,-2.594,0.396,0.851,9.85E-01
PTPN11,-1.063,8.56E-01,-2.166,0.334,0.852,9.85E-01
SREBF2,-1.256,8.96E-01,-1.876,0.301,0.853,9.86E-01
ELK3,-1.094,8.63E-01,-2.126,0.329,0.854,9.86E-01
KDM4B,-1.474,9.30E-01,-2.043,0.362,0.857,9.87E-01
MAFB,-1.308,9.05E-01,-1.863,0.291,0.857,9.87E-01
ARNTL,-2.081,9.81E-01,-1.831,0.37,0.857,9.87E-01
MORC2,-2.237,9.87E-01,-2.157,0.398,0.858,9.87E-01
MLLT1,-2.541,9.95E-01,-2.536,0.422,0.858,9.87E-01
HMGN1,-1.178,8.81E-01,-2.031,0.315,0.858,9.87E-01
KDM3A,-1.454,9.27E-01,-1.984,0.351,0.859,9.87E-01
SAP30,-2.456,9.93E-01,-2.363,0.411,0.862,9.88E-01
BCL11B,-2.764,9.97E-01,-2.313,0.41,0.863,9.88E-01
ARID5B,-1.314,9.06E-01,-1.903,0.29,0.863,9.89E-01
NFYC,-1.404,9.20E-01,-1.832,0.271,0.864,9.89E-01
OGT,-2.431,9.93E-01,-2.244,0.402,0.865,9.89E-01
ATOH1,-1.239,8.92E-01,-2.054,0.304,0.865,9.89E-01
THAP11,-1.118,8.68E-01,-2.246,0.326,0.867,9.89E-01
NR2C2,-3.893,1.00E+00,-2.081,0.398,0.87,9.90E-01
BARX2,-1.543,9.39E-01,-1.731,0.24,0.872,9.91E-01
SNAPC1,-1.622,9.48E-01,-1.599,0.216,0.872,9.91E-01
GTF2E2,-1.321,9.07E-01,-2.011,0.289,0.872,9.91E-01
KLF13,-1.646,9.50E-01,-1.89,0.322,0.872,9.91E-01
THAP1,-1.107,8.66E-01,-2.345,0.327,0.872,9.91E-01
NKRF,-1.686,9.54E-01,-2.011,0.352,0.873,9.91E-01
GMEB1,-1.618,9.47E-01,-1.672,0.218,0.875,9.91E-01
UBTF,-1.97,9.76E-01,-2.899,0.406,0.877,9.92E-01
SREBF1,-2.039,9.79E-01,-1.942,0.351,0.88,9.92E-01
ELK1,-3.445,1.00E+00,-2.062,0.383,0.881,9.93E-01
ZBTB14,-1.043,8.51E-01,-2.968,0.337,0.882,9.93E-01
ZIC2,-1.401,9.19E-01,-2.071,0.272,0.883,9.93E-01
MEN1,-1.829,9.66E-01,-1.887,0.302,0.883,9.93E-01
KLF12,-1.134,8.72E-01,-2.504,0.324,0.883,9.93E-01
ELF2,-1.663,9.52E-01,-1.76,0.199,0.884,9.93E-01
ZNF131,-1.665,9.52E-01,-1.786,0.199,0.886,9.93E-01
NFATC1,-1.904,9.72E-01,-2.731,0.391,0.888,9.94E-01
DEAF1,-1.493,9.32E-01,-2.078,0.252,0.893,9.95E-01
ZNF75A,-1.637,9.49E-01,-1.902,0.211,0.894,9.95E-01
EMSY,-1.643,9.50E-01,-1.904,0.209,0.895,9.95E-01
STAT5B,-2.987,9.99E-01,-2.282,0.382,0.896,9.95E-01
XRN2,-3.366,1.00E+00,-2.251,0.381,0.897,9.95E-01
MCRS1,-1.308,9.05E-01,-2.38,0.291,0.898,9.95E-01
ZSCAN22,-1.919,9.73E-01,-2.338,0.364,0.898,9.95E-01
EPC1,-2.227,9.87E-01,-1.834,0.245,0.899,9.95E-01
TAFII,-1.896,9.71E-01,-2.049,0.302,0.9,9.96E-01
ZNF100,-1.477,9.30E-01,-2.522,0.342,0.902,9.96E-01
KMT2D,-3.948,1.00E+00,-2.194,0.372,0.902,9.96E-01
ZBTB11,-2.867,9.98E-01,-2.286,0.372,0.903,9.96E-01
TDRD3,-1.635,9.49E-01,-2.029,0.212,0.903,9.96E-01
PAF1,-4.808,1.00E+00,-2.469,0.391,0.904,9.96E-01
RBL2,-3.232,9.99E-01,-1.899,0.313,0.905,9.96E-01
ELK4,-2.974,9.99E-01,-1.895,0.296,0.907,9.96E-01
KDM4C,-1.248,8.94E-01,-3.071,0.302,0.907,9.96E-01
POLR2B,-1.866,9.69E-01,-2.315,0.345,0.908,9.97E-01
RBP2,-1.723,9.58E-01,-2.001,0.15,0.908,9.97E-01
TCOF1,-1.336,9.09E-01,-2.684,0.285,0.913,9.97E-01
FOXP3,-2.084,9.81E-01,-2.038,0.259,0.913,9.97E-01
FXR1,-1.479,9.31E-01,-2.377,0.255,0.914,9.97E-01
TFDP1,-2.57,9.95E-01,-2.225,0.347,0.915,9.97E-01
REL,-1.712,9.57E-01,-2.677,0.349,0.915,9.97E-01
ORC1,-1.535,9.38E-01,-2.356,0.241,0.917,9.97E-01
SRSF3,-1.934,9.74E-01,-2.18,0.282,0.917,9.97E-01
TAF3,-1.419,9.22E-01,-2.677,0.269,0.918,9.98E-01
DCP1A,-2.103,9.82E-01,-2.16,0.283,0.918,9.98E-01
GMEB2,-2.349,9.91E-01,-1.985,0.218,0.918,9.98E-01
ASH1L,-1.429,9.23E-01,-2.757,0.266,0.922,9.98E-01
IRAK1,-1.403,9.20E-01,-2.986,0.272,0.922,9.98E-01
CSNK2A1,-1.575,9.42E-01,-2.372,0.232,0.923,9.98E-01
KAT5,-2.592,9.95E-01,-2.196,0.296,0.926,9.98E-01
GTF2B,-4.573,1.00E+00,-2.221,0.345,0.928,9.98E-01
SMAD5,-2.316,9.90E-01,-2.169,0.224,0.93,9.98E-01
HDAC6,-1.958,9.75E-01,-2.445,0.299,0.93,9.98E-01
AUTS2,-1.504,9.34E-01,-2.835,0.249,0.93,9.99E-01
NELFA,-4.984,1.00E+00,-2.113,0.298,0.931,9.99E-01
KDM5A,-3.401,1.00E+00,-1.969,0.194,0.932,9.99E-01
ZNF783,-1.481,9.31E-01,-3.279,0.255,0.932,9.99E-01
ZNF711,-1.666,9.52E-01,-2.445,0.198,0.936,9.99E-01
IRAK4,-1.544,9.39E-01,-2.922,0.24,0.936,9.99E-01
PHF8,-5.058,1.00E+00,-2.507,0.359,0.937,9.99E-01
KAT7,-1.539,9.38E-01,-3.122,0.241,0.938,9.99E-01
DDX21,-2.325,9.90E-01,-2.251,0.211,0.939,9.99E-01
RPE,-2.868,9.98E-01,-2.546,0.341,0.94,9.99E-01
BRD1,-1.562,9.41E-01,-3.118,0.235,0.94,9.99E-01
PHF6,-1.597,9.45E-01,-3.103,0.225,0.942,9.99E-01
FAM208A,-2.044,9.80E-01,-2.677,0.284,0.944,9.99E-01
SPIN1,-1.725,9.58E-01,-2.558,0.146,0.945,9.99E-01
U2AF1,-3.134,9.99E-01,-2.273,0.242,0.946,9.99E-01
PHF2,-2.164,9.85E-01,-2.985,0.243,0.957,1.00E+00
BRPF3,-2.491,9.94E-01,-3.284,0.287,0.958,1.00E+00
