TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
GATAD1,1.518,6.46E-02,0.825,0.563,0.246,6.66E-02
ZNF217,0.905,1.83E-01,2.153,0.547,0.246,6.69E-02
CLOCK,0.274,3.92E-01,1.858,0.592,0.247,6.78E-02
MAFG,1.097,1.36E-01,2.168,0.539,0.247,6.78E-02
NFE2,0.712,2.38E-01,0.674,0.628,0.249,6.93E-02
ZMYND8,1.446,7.40E-02,0.48,0.579,0.249,6.99E-02
ZBTB48,1.939,2.63E-02,1.176,0.542,0.251,7.11E-02
ARID1A,0.297,3.83E-01,1.172,0.645,0.251,7.11E-02
PTRF,0.961,1.68E-01,2.147,0.542,0.251,7.14E-02
E2F6,1.913,2.79E-02,0.442,0.565,0.252,7.23E-02
FXR2,0.896,1.85E-01,2.086,0.546,0.255,7.42E-02
ZNF837,1.007,1.57E-01,1.641,0.55,0.256,7.51E-02
ERCC3,0.784,2.17E-01,2.451,0.539,0.256,7.55E-02
GTF3C2,1.187,1.18E-01,1.245,0.554,0.256,7.58E-02
ZNF554,0.82,2.06E-01,2.324,0.541,0.257,7.61E-02
LIN9,0.948,1.72E-01,1.671,0.551,0.257,7.67E-02
MYCN,1.516,6.48E-02,-0.112,0.605,0.259,7.80E-02
HDAC8,1.257,1.05E-01,1.085,0.554,0.261,7.97E-02
ZXDC,0.867,1.93E-01,2.085,0.544,0.261,8.03E-02
GTF2I,1.303,9.63E-02,1.018,0.554,0.264,8.30E-02
ELF3,1.201,1.15E-01,1.388,0.546,0.265,8.33E-02
CTNNB1,0.912,1.81E-01,1.676,0.547,0.267,8.54E-02
AGO1,1.136,1.28E-01,1.948,0.535,0.268,8.68E-02
ERCC2,0.672,2.51E-01,2.73,0.533,0.27,8.82E-02
MYOD1,1.135,1.28E-01,1.555,0.542,0.27,8.89E-02
ZNF143,1.493,6.77E-02,0.144,0.576,0.271,8.96E-02
AHR,0.942,1.73E-01,1.929,0.539,0.273,9.14E-02
PHIP,2.107,1.76E-02,-0.434,0.591,0.274,9.25E-02
H2AZ,3.295,4.92E-04,-0.963,0.613,0.275,9.32E-02
KLF5,0.867,1.93E-01,0.511,0.592,0.275,9.36E-02
ZNF788,0.811,2.09E-01,2.417,0.531,0.277,9.54E-02
GTF2F1,1.172,1.21E-01,0.308,0.579,0.277,9.54E-02
HIRA,0.713,2.38E-01,1.224,0.564,0.277,9.58E-02
ING5,0.698,2.43E-01,2.392,0.535,0.278,9.66E-02
HCFC1R1,0.876,1.91E-01,1.663,0.544,0.278,9.66E-02
TFAP4,0.846,1.99E-01,1.091,0.563,0.278,9.69E-02
CTBP1,1.013,1.55E-01,1.498,0.542,0.28,9.88E-02
SMARCA5,0.675,2.50E-01,1.497,0.554,0.283,1.02E-01
SCRT2,0.93,1.76E-01,1.991,0.534,0.284,1.04E-01
MCM2,0.778,2.18E-01,2.018,0.539,0.284,1.04E-01
HLTF,1.154,1.24E-01,1.237,0.542,0.285,1.04E-01
MTA3,0.476,3.17E-01,1.324,0.566,0.287,1.06E-01
ZNF512,0.954,1.70E-01,1.488,0.542,0.287,1.06E-01
BRCA1,0.941,1.73E-01,0.11,0.596,0.287,1.06E-01
FOXK2,1.171,1.21E-01,1.26,0.54,0.291,1.11E-01
HES1,0.354,3.62E-01,1.107,0.581,0.291,1.11E-01
TCF7L1,0.373,3.55E-01,0.561,0.617,0.291,1.11E-01
MNT,0.892,1.86E-01,0.871,0.559,0.293,1.13E-01
L3MBTL2,1.008,1.57E-01,1.531,0.536,0.294,1.15E-01
ZNF649,0.543,2.94E-01,2.736,0.527,0.295,1.16E-01
CHAMP1,1.03,1.52E-01,1.423,0.537,0.296,1.17E-01
ZNF346,1.206,1.14E-01,0.78,0.544,0.3,1.22E-01
ZNF414,1.201,1.15E-01,0.855,0.543,0.301,1.22E-01
MIER1,0.999,1.59E-01,1.368,0.538,0.301,1.23E-01
C11orf30,0.889,1.87E-01,1.849,0.532,0.302,1.24E-01
PMEL,1.014,1.55E-01,0.55,0.559,0.303,1.25E-01
POLR3A,0.733,2.32E-01,1.249,0.548,0.304,1.27E-01
KDM6B,0.963,1.68E-01,0.919,0.548,0.304,1.27E-01
ZSCAN23,1.034,1.51E-01,1.153,0.541,0.305,1.28E-01
SRC,0.82,2.06E-01,1.608,0.536,0.305,1.28E-01
ZFP37,1.181,1.19E-01,0.799,0.543,0.307,1.30E-01
FOXA2,0.718,2.36E-01,1.122,0.55,0.31,1.33E-01
MCM3,0.905,1.83E-01,1.562,0.533,0.31,1.34E-01
ZNF362,0.891,1.87E-01,1.648,0.532,0.312,1.36E-01
COPS2,0.906,1.82E-01,0.966,0.547,0.312,1.37E-01
RFX5,0.807,2.10E-01,0.209,0.573,0.318,1.44E-01
GABP,1.051,1.47E-01,0.499,0.551,0.32,1.47E-01
TCF12,0.438,3.31E-01,0.698,0.569,0.32,1.48E-01
KLF4,0.414,3.39E-01,0.684,0.571,0.322,1.51E-01
CREM,0.474,3.18E-01,0.697,0.566,0.323,1.52E-01
MKL2,1.356,8.76E-02,0.674,0.536,0.323,1.52E-01
EZH2,0.715,2.37E-01,0.083,0.577,0.33,1.61E-01
LMNB1,0.633,2.63E-01,1.669,0.531,0.332,1.64E-01
TET2,0.71,2.39E-01,0.711,0.549,0.335,1.69E-01
SP1,0.815,2.08E-01,-0.573,0.612,0.337,1.72E-01
EGLN2,0.695,2.44E-01,1.334,0.535,0.337,1.73E-01
RBL2,1.166,1.22E-01,-0.195,0.563,0.338,1.74E-01
HBP1,1.091,1.38E-01,0.333,0.546,0.339,1.76E-01
CREB1,1.077,1.41E-01,-0.426,0.575,0.341,1.79E-01
ZNF518A,0.995,1.60E-01,0.726,0.536,0.342,1.80E-01
GATA4,0.285,3.88E-01,1.306,0.548,0.343,1.82E-01
ZNF264,0.484,3.14E-01,0.898,0.549,0.343,1.82E-01
ZNF558,0.754,2.26E-01,1.496,0.527,0.344,1.83E-01
IKZF2,0.888,1.87E-01,0.989,0.534,0.345,1.85E-01
ATF7IP,0.444,3.28E-01,2.361,0.518,0.345,1.86E-01
CUX1,0.453,3.25E-01,0.996,0.547,0.346,1.86E-01
ZNF8,0.049,4.81E-01,1.061,0.566,0.347,1.87E-01
ZSCAN16,0.638,2.62E-01,1.523,0.528,0.348,1.90E-01
ZNF48,0.432,3.33E-01,2.141,0.521,0.35,1.93E-01
SUZ12,0.61,2.71E-01,-0.165,0.582,0.35,1.94E-01
OTX2,-0.128,5.51E-01,0.886,0.58,0.351,1.94E-01
DDX20,0.901,1.84E-01,1.154,0.528,0.352,1.97E-01
HDAC2,0.908,1.82E-01,-0.345,0.571,0.353,1.98E-01
ZBTB17,0.701,2.42E-01,1.065,0.534,0.353,1.98E-01
HLF,0.621,2.67E-01,1.584,0.522,0.356,2.03E-01
ZNF394,0.926,1.77E-01,0.708,0.533,0.357,2.04E-01
TRIM24,0.467,3.20E-01,0.728,0.547,0.357,2.05E-01
EHMT2,0.216,4.14E-01,1.475,0.541,0.357,2.05E-01
ZNF697,0.388,3.49E-01,2.171,0.518,0.358,2.07E-01
ZNF92,0.563,2.87E-01,1.419,0.528,0.361,2.12E-01
KLF17,0.963,1.68E-01,0.386,0.538,0.366,2.20E-01
ZNF792,0.871,1.92E-01,0.728,0.531,0.368,2.24E-01
EGR3,0.638,2.62E-01,1.006,0.532,0.368,2.25E-01
DMC1,0.447,3.28E-01,1.637,0.522,0.369,2.26E-01
ATF1,0.629,2.65E-01,-0.165,0.568,0.37,2.28E-01
MAZ,1.227,1.10E-01,-0.547,0.556,0.371,2.30E-01
BATF,-0.143,5.57E-01,0.088,0.615,0.372,2.32E-01
XCL1,0.746,2.28E-01,0.53,0.537,0.376,2.38E-01
TRIM25,0.667,2.52E-01,0.103,0.551,0.376,2.39E-01
CHD2,0.756,2.25E-01,-0.318,0.564,0.377,2.40E-01
ZNF366,0.659,2.55E-01,1.033,0.527,0.378,2.42E-01
NR5A2,0.364,3.58E-01,1.441,0.527,0.379,2.44E-01
RBL1,0.578,2.82E-01,1.04,0.529,0.38,2.46E-01
HIC1,0.811,2.09E-01,0.687,0.529,0.38,2.46E-01
ZNF318,0.629,2.65E-01,0.786,0.532,0.381,2.47E-01
SS18,0.602,2.74E-01,0.698,0.535,0.381,2.48E-01
SP7,0.795,2.13E-01,0.68,0.529,0.384,2.53E-01
STAT1,0.512,3.04E-01,-0.11,0.563,0.384,2.54E-01
REPIN1,-0.332,6.30E-01,0.206,0.603,0.386,2.57E-01
MITF,0.106,4.58E-01,0.974,0.545,0.387,2.58E-01
TSHZ1,0.602,2.74E-01,1.168,0.522,0.388,2.60E-01
IRF5,0.388,3.49E-01,1.616,0.519,0.388,2.60E-01
BCAT1,0.54,2.95E-01,1.184,0.522,0.388,2.61E-01
CBX6,0.737,2.31E-01,0.597,0.532,0.389,2.62E-01
RAC3,0.544,2.93E-01,0.985,0.527,0.39,2.64E-01
ZBTB1,0.632,2.64E-01,0.712,0.53,0.39,2.65E-01
ZNF76,0.504,3.07E-01,-0.198,0.563,0.391,2.66E-01
SP140,0.581,2.81E-01,0.802,0.528,0.393,2.70E-01
ZNF324,0.725,2.34E-01,0.142,0.541,0.394,2.72E-01
HINFP,0.591,2.77E-01,0.523,0.535,0.395,2.74E-01
HOTAIR,0.477,3.17E-01,1.487,0.516,0.396,2.76E-01
SPDEF,0.356,3.61E-01,0.472,0.544,0.397,2.79E-01
ZFP69B,0.836,2.02E-01,0.317,0.533,0.398,2.79E-01
GATA3,-0.529,7.02E-01,1.169,0.561,0.4,2.84E-01
GRHL3,0.206,4.18E-01,0.529,0.548,0.4,2.85E-01
CEBPD,0.497,3.10E-01,0.593,0.534,0.401,2.86E-01
CDK2,0.408,3.42E-01,1.55,0.514,0.402,2.87E-01
BRD7,0.66,2.55E-01,0.446,0.533,0.403,2.89E-01
EED,-0.22,5.87E-01,0.349,0.575,0.403,2.89E-01
GLI4,0.764,2.22E-01,0.389,0.53,0.404,2.93E-01
NCAPG2,0.372,3.55E-01,1.412,0.518,0.405,2.94E-01
MCM7,0.252,4.01E-01,1.327,0.524,0.405,2.94E-01
ZNF692,0.825,2.05E-01,0.238,0.531,0.405,2.94E-01
GTF3C5,0.91,1.82E-01,-0.058,0.536,0.406,2.96E-01
E2F4,0.855,1.96E-01,-0.518,0.552,0.407,2.98E-01
CBX4,0.767,2.21E-01,-0.024,0.538,0.407,2.99E-01
ZNF563,0.36,3.60E-01,1.468,0.517,0.407,2.99E-01
H2AFX,-0.043,5.17E-01,1.404,0.533,0.408,2.99E-01
EPC1,0.688,2.46E-01,-0.039,0.541,0.408,3.00E-01
INSM2,0.704,2.41E-01,0.541,0.525,0.409,3.02E-01
ZFP2,0.683,2.47E-01,0.098,0.537,0.411,3.05E-01
ZNF134,0.334,3.69E-01,1.502,0.516,0.411,3.06E-01
SOX9,0.415,3.39E-01,-0.36,0.564,0.411,3.06E-01
ZNF121,0.476,3.17E-01,0.628,0.53,0.412,3.07E-01
PKNOX1,0.424,3.36E-01,1.223,0.517,0.412,3.09E-01
ZNF284,0.281,3.89E-01,1.629,0.513,0.414,3.13E-01
ZNF680,-0.131,5.52E-01,1.372,0.534,0.415,3.14E-01
NR2F1,0.338,3.68E-01,0.929,0.524,0.417,3.19E-01
PROX1,-0.349,6.37E-01,-0.133,0.601,0.418,3.20E-01
SIRT6,0.388,3.49E-01,1.115,0.519,0.418,3.20E-01
ZNF391,0.727,2.34E-01,0.188,0.529,0.419,3.23E-01
EMX1,0.741,2.30E-01,-0.372,0.544,0.42,3.25E-01
LANA,0.219,4.14E-01,-0.742,0.592,0.421,3.26E-01
CHD7,-0.039,5.16E-01,0.174,0.56,0.422,3.28E-01
ZNF501,0.856,1.96E-01,-0.008,0.53,0.422,3.29E-01
NBN,-0.027,5.11E-01,0.155,0.56,0.422,3.29E-01
SMARCE1,0.314,3.77E-01,1.166,0.52,0.423,3.30E-01
JUNB,-0.031,5.12E-01,0.218,0.556,0.423,3.32E-01
PYGO2,0.293,3.85E-01,1.186,0.52,0.423,3.32E-01
INTS11,1.034,1.51E-01,-0.393,0.534,0.424,3.33E-01
ADNP,0.536,2.96E-01,0.677,0.521,0.425,3.35E-01
KDM4A,0.41,3.41E-01,-0.249,0.551,0.426,3.38E-01
ZSCAN2,0.368,3.56E-01,1.068,0.518,0.427,3.39E-01
ZNF528,0.451,3.26E-01,0.667,0.522,0.427,3.40E-01
INTS3,0.421,3.37E-01,0.757,0.52,0.427,3.40E-01
LEF1,0.117,4.53E-01,-0.346,0.568,0.43,3.46E-01
BRD3,0.396,3.46E-01,-0.693,0.567,0.431,3.47E-01
ERCC6,0.034,4.87E-01,-0.226,0.568,0.431,3.47E-01
RUVBL1,0.624,2.67E-01,0.103,0.531,0.431,3.48E-01
ESRRA,0.148,4.41E-01,0.24,0.543,0.432,3.49E-01
MXI1,0.604,2.73E-01,-0.757,0.558,0.433,3.52E-01
ZNF770,0.341,3.67E-01,1.005,0.516,0.437,3.61E-01
ZNF600,0.586,2.79E-01,0.45,0.521,0.437,3.61E-01
DIDO1,0.605,2.73E-01,0.367,0.522,0.437,3.62E-01
SREBF1,0.32,3.75E-01,-0.112,0.546,0.438,3.63E-01
ARNTL,-0.067,5.27E-01,-0.237,0.569,0.439,3.64E-01
NR2F2,-0.448,6.73E-01,0.121,0.571,0.439,3.64E-01
PRDM10,0.572,2.84E-01,0.469,0.52,0.44,3.66E-01
ZNF382,-0.228,5.90E-01,0.754,0.541,0.44,3.67E-01
SIX1,0.295,3.84E-01,0.951,0.518,0.441,3.69E-01
BMI1,-0.278,6.10E-01,0.303,0.557,0.442,3.72E-01
BCL3,-0.008,5.03E-01,-0.819,0.594,0.444,3.75E-01
MEF2A,-0.012,5.05E-01,-0.08,0.557,0.445,3.77E-01
TFDP1,0.791,2.15E-01,-0.159,0.528,0.445,3.79E-01
ZBTB33,0.117,4.53E-01,-0.298,0.558,0.446,3.81E-01
PRDM1,-0.177,5.70E-01,0.097,0.556,0.447,3.83E-01
BAHD1,-0.2,5.79E-01,1.524,0.52,0.447,3.83E-01
SIN3A,0.323,3.73E-01,-1.072,0.578,0.448,3.83E-01
SIX5,0.309,3.79E-01,-0.485,0.554,0.449,3.87E-01
E2F5,0.54,2.95E-01,0.386,0.52,0.449,3.87E-01
MYOG,0.152,4.40E-01,1.194,0.513,0.451,3.90E-01
DPPA2,0.25,4.01E-01,1.172,0.512,0.452,3.93E-01
ZNF202,-0.11,5.44E-01,0.194,0.544,0.455,4.00E-01
EGR1,0.086,4.66E-01,-1.1,0.593,0.455,4.01E-01
ID3,0.494,3.11E-01,0.46,0.516,0.456,4.01E-01
NCAPG,-0.208,5.82E-01,0.546,0.54,0.456,4.02E-01
E2F1,0.106,4.58E-01,-1.024,0.585,0.457,4.03E-01
FANCD2,0.178,4.29E-01,1.267,0.508,0.457,4.03E-01
ZNF584,0.432,3.33E-01,0.475,0.518,0.457,4.05E-01
GRHL1,0.339,3.67E-01,0.651,0.516,0.462,4.14E-01
MEF2D,0.289,3.86E-01,0.935,0.51,0.463,4.16E-01
AGO2,0.438,3.31E-01,0.171,0.521,0.463,4.17E-01
ZNF800,0.146,4.42E-01,1.275,0.506,0.463,4.18E-01
ZNF664,0.276,3.91E-01,0.774,0.513,0.465,4.22E-01
PDX1,0.124,4.51E-01,0.993,0.513,0.465,4.22E-01
ZNF793,0.14,4.44E-01,1.188,0.508,0.466,4.23E-01
CNOT3,0.398,3.45E-01,0.058,0.526,0.466,4.24E-01
CBX2,0.425,3.35E-01,0.182,0.521,0.466,4.24E-01
MYNN,0.043,4.83E-01,0.372,0.533,0.467,4.25E-01
GATA6,-0.575,7.18E-01,0.995,0.536,0.467,4.26E-01
ZNF585B,0.016,4.94E-01,1.346,0.508,0.468,4.28E-01
ZNF71,0.538,2.95E-01,-0.39,0.534,0.468,4.28E-01
ZNF197,0.468,3.20E-01,0.18,0.517,0.473,4.40E-01
MRE11A,0.331,3.70E-01,0.391,0.518,0.475,4.44E-01
PRAME,0.419,3.38E-01,0.084,0.52,0.476,4.46E-01
NKRF,0.565,2.86E-01,-0.093,0.52,0.477,4.48E-01
SATB1,-0.258,6.02E-01,0.889,0.523,0.478,4.50E-01
APOBEC3B,0.27,3.94E-01,0.643,0.513,0.478,4.51E-01
PBX3,-0.008,5.03E-01,-0.066,0.54,0.479,4.52E-01
ZNF766,0.108,4.57E-01,0.752,0.513,0.48,4.55E-01
PRDM12,-0.024,5.10E-01,1.507,0.498,0.481,4.57E-01
ZNF425,0.233,4.08E-01,0.692,0.511,0.481,4.57E-01
ELF1,-0.12,5.48E-01,-1.23,0.594,0.481,4.57E-01
WHSC1,0.201,4.20E-01,0.869,0.506,0.482,4.60E-01
ZNF639,0.23,4.09E-01,-0.335,0.538,0.484,4.64E-01
ZNF22,0.079,4.68E-01,1.166,0.503,0.485,4.67E-01
ZNF35,0.293,3.85E-01,0.396,0.514,0.487,4.71E-01
BCL11A,-0.461,6.78E-01,-0.545,0.573,0.487,4.72E-01
CBX5,-0.573,7.17E-01,-0.276,0.566,0.488,4.73E-01
ZNF479,0.215,4.15E-01,0.653,0.51,0.489,4.76E-01
ZNF384,-0.267,6.05E-01,0.167,0.538,0.49,4.77E-01
ZNF589,0.316,3.76E-01,0.229,0.515,0.49,4.77E-01
CHRM2,0.045,4.82E-01,-0.351,0.542,0.49,4.77E-01
ZNF101,-0.029,5.12E-01,0.333,0.526,0.49,4.77E-01
HMBOX1,0.139,4.45E-01,0.745,0.506,0.493,4.84E-01
TRIM28,-1.9,9.71E-01,0.6,0.575,0.495,4.89E-01
INTS12,0.488,3.13E-01,-0.44,0.524,0.495,4.90E-01
SOX4,0.202,4.20E-01,0.511,0.512,0.497,4.93E-01
ZNF547,0.068,4.73E-01,-0.011,0.527,0.499,4.99E-01
CREBBP,-0.945,8.28E-01,-0.673,0.609,0.5,5.00E-01
ZSCAN5A,0.461,3.22E-01,-0.23,0.518,0.5,5.01E-01
SMAD1,-1.362,9.14E-01,-0.094,0.587,0.501,5.03E-01
ZNF331,-0.108,5.43E-01,1.352,0.493,0.501,5.03E-01
MYF5,0.201,4.20E-01,0.51,0.509,0.503,5.06E-01
ING2,0.354,3.62E-01,-0.052,0.517,0.503,5.07E-01
FOXA1,-4.859,1.00E+00,0.636,0.588,0.504,5.09E-01
HCFC1,0.22,4.13E-01,-0.602,0.537,0.504,5.10E-01
LMTK3,-0.414,6.61E-01,0.653,0.523,0.506,5.14E-01
RFX1,-0.125,5.50E-01,0.602,0.517,0.507,5.15E-01
CCND2,0.445,3.28E-01,-0.442,0.522,0.507,5.15E-01
ZNF18,0.084,4.67E-01,-0.219,0.531,0.508,5.18E-01
BANP,-0.006,5.02E-01,0.923,0.501,0.508,5.18E-01
BRD2,-0.183,5.73E-01,-1.207,0.574,0.508,5.19E-01
ZNF335,0.568,2.85E-01,-0.625,0.522,0.509,5.20E-01
ZKSCAN8,0.235,4.07E-01,0.204,0.512,0.509,5.21E-01
XBP1,-0.123,5.49E-01,0.304,0.522,0.51,5.22E-01
ZNF320,-0.089,5.36E-01,0.925,0.501,0.514,5.32E-01
NFRKB,0.285,3.88E-01,0.033,0.513,0.515,5.33E-01
NCOA1,0.214,4.15E-01,0.227,0.51,0.515,5.35E-01
ZNF574,0.381,3.52E-01,-0.304,0.518,0.516,5.36E-01
MBTD1,0.386,3.50E-01,-0.322,0.518,0.516,5.36E-01
CDX2,-0.71,7.61E-01,0.462,0.535,0.517,5.37E-01
MTA2,-0.194,5.77E-01,0.034,0.529,0.517,5.39E-01
PBX2,-0.215,5.85E-01,0.197,0.523,0.518,5.41E-01
ZNF580,0.329,3.71E-01,-0.119,0.514,0.519,5.43E-01
KLF6,0.417,3.38E-01,-0.501,0.52,0.521,5.47E-01
ELL2,-0.175,5.70E-01,-0.767,0.551,0.521,5.48E-01
CHD8,-0.389,6.51E-01,-0.076,0.536,0.522,5.49E-01
HEY1,0.184,4.27E-01,-0.842,0.539,0.522,5.49E-01
KLF10,0.246,4.03E-01,-0.452,0.526,0.522,5.50E-01
TBL1X,0.365,3.58E-01,-0.337,0.517,0.523,5.52E-01
DUX4,-0.319,6.25E-01,0.963,0.506,0.523,5.53E-01
SP4,-0.014,5.06E-01,-1.235,0.559,0.524,5.53E-01
GATA2,-3.148,9.99E-01,0.193,0.586,0.526,5.57E-01
DDX5,-0.15,5.60E-01,0.057,0.522,0.526,5.57E-01
KDM1A,-1.421,9.22E-01,-0.636,0.603,0.527,5.61E-01
WT1,0.253,4.00E-01,-0.132,0.514,0.527,5.61E-01
CREB3,0.128,4.49E-01,0.341,0.505,0.528,5.62E-01
IRF3,-0.061,5.24E-01,-0.597,0.538,0.528,5.63E-01
PARP1,-0.218,5.86E-01,1.192,0.489,0.53,5.67E-01
PR,-1.52,9.36E-01,0.674,0.543,0.531,5.69E-01
PRDM14,0.059,4.77E-01,0.453,0.502,0.532,5.71E-01
SUMO2,-2.459,9.93E-01,-0.011,0.585,0.532,5.72E-01
ZNF83,0.263,3.96E-01,-0.097,0.51,0.534,5.77E-01
KLF13,0.344,3.65E-01,-0.251,0.512,0.535,5.77E-01
ZNF17,-0.223,5.88E-01,1.022,0.489,0.541,5.93E-01
FXR1,0.264,3.96E-01,-0.255,0.512,0.542,5.93E-01
SIX2,-0.331,6.30E-01,0.853,0.499,0.543,5.96E-01
MORC2,-0.497,6.90E-01,-0.84,0.554,0.544,5.97E-01
FOXD2,0.288,3.87E-01,-0.384,0.513,0.544,5.99E-01
GLIS2,0.453,3.25E-01,-0.828,0.518,0.544,5.99E-01
ZNF141,-0.056,5.22E-01,0.501,0.496,0.549,6.09E-01
NR4A1,-0.421,6.63E-01,-0.027,0.523,0.552,6.16E-01
E2F8,0.153,4.39E-01,-0.129,0.507,0.553,6.17E-01
POLR2AphosphoS5,0.081,4.68E-01,-0.44,0.519,0.553,6.18E-01
KLF7,0.259,3.98E-01,-0.489,0.514,0.554,6.19E-01
ZBTB7A,-0.292,6.15E-01,-1.414,0.562,0.555,6.23E-01
NFYB,-0.164,5.65E-01,-0.381,0.524,0.556,6.24E-01
ZNF485,-0.247,5.98E-01,0.795,0.487,0.556,6.25E-01
TAF7,-0.274,6.08E-01,-0.73,0.537,0.56,6.32E-01
ZNF740,-0.266,6.05E-01,-0.726,0.536,0.56,6.34E-01
ZBTB42,-0.009,5.04E-01,0.153,0.498,0.561,6.36E-01
TBL1XR1,-0.094,5.37E-01,-0.534,0.523,0.563,6.39E-01
ZNF644,0.047,4.81E-01,-0.121,0.506,0.564,6.42E-01
KLF8,0.35,3.63E-01,-0.739,0.513,0.565,6.44E-01
ZNF423,0.207,4.18E-01,-0.466,0.511,0.567,6.47E-01
ZFP57,-0.265,6.05E-01,0.518,0.495,0.567,6.48E-01
HNF4G,-1.554,9.40E-01,-0.239,0.558,0.567,6.49E-01
ATF2,-1.015,8.45E-01,-1.029,0.569,0.572,6.59E-01
EHF,-0.381,6.49E-01,-0.376,0.524,0.574,6.63E-01
ZNF506,-0.249,5.98E-01,0.577,0.487,0.575,6.65E-01
TBP,-0.245,5.97E-01,-1.403,0.547,0.577,6.70E-01
ZNF263,-0.154,5.61E-01,-0.996,0.533,0.578,6.71E-01
PAX6,-0.8,7.88E-01,0.026,0.526,0.578,6.72E-01
ZNF28,-0.088,5.35E-01,0.033,0.495,0.582,6.80E-01
KLF1,-0.006,5.02E-01,-0.848,0.521,0.582,6.80E-01
BRD4,-2.005,9.78E-01,-1.333,0.634,0.584,6.83E-01
PPARG,-2.617,9.96E-01,-0.743,0.592,0.585,6.86E-01
NFYA,-0.355,6.39E-01,-0.743,0.531,0.585,6.86E-01
RYBP,0.322,3.74E-01,-1.02,0.513,0.587,6.90E-01
ZNF467,0.101,4.60E-01,-0.439,0.504,0.588,6.91E-01
AR,-15.412,1.00E+00,-0.104,0.564,0.588,6.93E-01
EGR2,-0.397,6.54E-01,-0.839,0.533,0.589,6.94E-01
ZFP64,-0.536,7.04E-01,-0.303,0.521,0.589,6.94E-01
SRCAP,-0.354,6.38E-01,0.632,0.482,0.589,6.94E-01
OVOL3,-0.084,5.33E-01,-0.205,0.501,0.59,6.95E-01
MKL1,0.117,4.54E-01,-0.525,0.505,0.591,6.97E-01
FEV,0.064,4.74E-01,-0.408,0.502,0.591,6.98E-01
SP3,0.305,3.80E-01,-1.057,0.512,0.595,7.06E-01
VDR,-1.524,9.36E-01,-1.3,0.588,0.595,7.07E-01
KAT8,-0.295,6.16E-01,-0.611,0.52,0.596,7.07E-01
ZNF549,-0.339,6.33E-01,0.505,0.483,0.596,7.08E-01
ZNF768,-0.323,6.27E-01,0.44,0.484,0.596,7.09E-01
THAP11,0.133,4.47E-01,-0.659,0.506,0.596,7.09E-01
ZBTB6,-0.051,5.20E-01,-0.477,0.508,0.597,7.10E-01
SOX11,-0.691,7.55E-01,0.68,0.492,0.597,7.10E-01
OSR2,-0.293,6.15E-01,0.018,0.498,0.597,7.11E-01
GTF2A2,-0.283,6.12E-01,0.298,0.486,0.599,7.13E-01
KAT5,-0.327,6.28E-01,-0.945,0.529,0.599,7.14E-01
KDM3A,0.091,4.64E-01,-0.642,0.505,0.601,7.19E-01
ZNF490,-0.501,6.92E-01,0.714,0.475,0.601,7.19E-01
CBX8,-0.005,5.02E-01,-1.128,0.521,0.602,7.20E-01
CDK12,0.107,4.58E-01,-0.656,0.505,0.602,7.20E-01
CDK6,0.183,4.28E-01,-0.855,0.508,0.602,7.20E-01
CBFA2T2,-0.22,5.87E-01,0.078,0.489,0.602,7.21E-01
CHD5,-0.252,6.00E-01,0.135,0.487,0.604,7.23E-01
ZNF146,-0.533,7.03E-01,-0.27,0.515,0.604,7.23E-01
CDK8,-1.632,9.49E-01,-1.874,0.622,0.604,7.24E-01
GABPA,-1.189,8.83E-01,-1.241,0.567,0.604,7.24E-01
ZNF429,-0.361,6.41E-01,0.423,0.482,0.605,7.25E-01
ILK,-0.604,7.27E-01,0.63,0.484,0.606,7.27E-01
TRIM22,-0.131,5.52E-01,-0.316,0.499,0.608,7.31E-01
REST,-6.433,1.00E+00,-0.107,0.553,0.608,7.31E-01
JARID2,-0.555,7.11E-01,-0.447,0.52,0.608,7.32E-01
ZSCAN29,-0.108,5.43E-01,-0.489,0.504,0.609,7.34E-01
FOXP2,0.11,4.56E-01,-0.906,0.509,0.609,7.34E-01
STAT4,-0.884,8.12E-01,-0.202,0.522,0.609,7.34E-01
FOXO1,-1.579,9.43E-01,-0.595,0.55,0.609,7.34E-01
RELA,-4.417,1.00E+00,-1.368,0.64,0.61,7.36E-01
TBX5,-0.814,7.92E-01,0.645,0.493,0.61,7.36E-01
ZIM3,-0.577,7.18E-01,0.534,0.483,0.612,7.40E-01
MEN1,-0.102,5.41E-01,-0.442,0.497,0.617,7.48E-01
EP400,-0.011,5.04E-01,-0.58,0.498,0.617,7.49E-01
KDM4B,-0.006,5.03E-01,-0.724,0.503,0.618,7.51E-01
HOXA4,0.121,4.52E-01,-0.975,0.505,0.619,7.52E-01
ATOH1,0.045,4.82E-01,-0.741,0.501,0.619,7.53E-01
PAF1,-1.218,8.88E-01,-1.276,0.561,0.621,7.56E-01
ZNF823,-0.538,7.05E-01,0.574,0.473,0.621,7.57E-01
TCF21,-0.711,7.62E-01,-0.066,0.507,0.622,7.57E-01
TARDBP,-0.403,6.57E-01,-1.224,0.53,0.622,7.59E-01
ZNF75D,-0.78,7.82E-01,0.673,0.482,0.623,7.60E-01
PAX3,-0.496,6.90E-01,0.438,0.475,0.624,7.61E-01
ETS2,-0.368,6.43E-01,-0.08,0.489,0.625,7.64E-01
ELK1,-1.031,8.49E-01,-1.075,0.543,0.625,7.65E-01
