TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
PROX1,2.063,1.96E-02,1.928,0.533,0.117,7.24E-03
TP53,3.717,1.01E-04,1.521,0.533,0.119,7.51E-03
ZNF823,1.452,7.33E-02,3.013,0.477,0.12,7.72E-03
NKX2-1,1.875,3.04E-02,2.272,0.497,0.122,8.07E-03
POLR3D,3.435,2.96E-04,2.338,0.464,0.122,8.22E-03
SMN1,1.399,8.09E-02,3.136,0.472,0.123,8.36E-03
NUP98-HOXA9,1.584,5.66E-02,2.359,0.501,0.125,8.89E-03
SUZ12,4.189,1.40E-05,1.089,0.727,0.126,8.96E-03
IRF5,1.448,7.38E-02,2.898,0.476,0.126,9.04E-03
CENPT,1.353,8.80E-02,3.211,0.467,0.127,9.20E-03
ATF7IP,1.17,1.21E-01,3.616,0.472,0.128,9.43E-03
CHD5,1.532,6.28E-02,2.493,0.488,0.128,9.51E-03
PDX1,1.76,3.92E-02,2.688,0.469,0.129,9.59E-03
SMARCC1,2.415,7.88E-03,1.436,0.54,0.131,1.01E-02
ZNF490,1.321,9.32E-02,3.088,0.464,0.134,1.08E-02
EED,1.496,6.74E-02,1.795,0.598,0.134,1.09E-02
LYL1,2.953,1.57E-03,1.887,0.483,0.134,1.09E-02
MITF,2.103,1.77E-02,2.788,0.45,0.135,1.10E-02
STAG1,5.319,5.21E-08,1.224,0.514,0.136,1.12E-02
CDX2,1.562,5.91E-02,2.11,0.505,0.136,1.14E-02
ASCL1,2.566,5.15E-03,1.793,0.489,0.137,1.16E-02
SPI1,4.849,6.20E-07,1.245,0.513,0.137,1.16E-02
ZNF793,1.656,4.89E-02,2.794,0.459,0.137,1.16E-02
YBX1,1.869,3.08E-02,2.627,0.459,0.137,1.17E-02
SUMO1,4.685,1.40E-06,1.916,0.469,0.138,1.17E-02
GTF2I,3.456,2.74E-04,1.896,0.473,0.138,1.18E-02
CBX2,1.617,5.30E-02,1.923,0.512,0.141,1.27E-02
ZNF22,1.357,8.73E-02,2.867,0.468,0.142,1.28E-02
ZNF654,2.119,1.71E-02,1.969,0.482,0.142,1.30E-02
SSU72,1.539,6.20E-02,2.231,0.489,0.143,1.31E-02
PARP1,1.271,1.02E-01,3.043,0.459,0.143,1.33E-02
KDM1B,1.283,9.98E-02,3.028,0.46,0.143,1.33E-02
SMAD2-SMAD3,2.063,1.96E-02,1.911,0.486,0.146,1.41E-02
HES2,6.018,8.83E-10,1.564,0.473,0.149,1.49E-02
ZBTB2,1.812,3.50E-02,2.116,0.473,0.15,1.53E-02
FANCD2,1.3,9.67E-02,2.83,0.462,0.151,1.54E-02
HOXA9,1.746,4.04E-02,2.359,0.461,0.151,1.56E-02
MAFK,1.762,3.90E-02,2.304,0.466,0.152,1.57E-02
EBF1,1.584,5.66E-02,1.406,0.57,0.152,1.57E-02
SP140,1.982,2.38E-02,1.965,0.474,0.155,1.67E-02
MEF2B,2.799,2.56E-03,1.781,0.469,0.156,1.71E-02
ZNF382,2.066,1.94E-02,2.844,0.425,0.158,1.77E-02
TSC22D4,1.687,4.59E-02,2.563,0.449,0.158,1.78E-02
